Удельный расход кокса (кг/т),Чугун.Si,Чугун.P,t колошникового газа 4 (°С),t колошникового газа 3 (°С),t колошникового газа 1 (°С),t колошникового газа 2 (°С),t колошникового газа в пылеуловителе (°С),Чугун.Ti,Уровень засыпи (юг) (м),Положение клапана малый снорт (%),Уровень засыпи (север) (м),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м),Длительность простоя (сут),t периферийных газов 5 (°С),O₂ в горячем дутье,Колошниковый газ (H₂),Чугун.C,Содержание кислорода в дутье (%),Перепад давлений нижний (ат),Колошниковый газ (CO₂),Расход холодного дутья (м³/ч),Перепад давлений общий (ат),Расход природного газа (м³/ч),Выход колошникового газа (м³/ч),Шлак,упдп,CO₂ в колошниковом газе (%)
465.4621388,0.734428568,0.056142857,150.24943,157.6240667,165.1066793,159.6505591,168.5250295,0.067071429,1.125,0.272150644,0.971000016,0.971000016,0.913999975,0.0,187.2602908,28.33333397,8.23333327,4.769999981,26.5797797,1.346604615,19.16666667,221172.7949,1.413433438,17611.44686,336131.9922,1428.500008,2.360646578,20.2567571
484.5053352,1.060985727,0.067442856,154.5534185,163.832414,166.833444,171.0589765,168.6819331,0.088571429,1.125,1.642667397,0.971000016,0.971000016,0.913999975,0.0,204.2368978,27.66666667,8.23333327,4.730000019,27.78376404,1.386492938,18.66666667,231563.946,1.44187818,19750.06299,352439.9427,1499.924984,2.141422878,19.95443193
788.4300267,1.081499994,0.070249999,210.1481972,172.8368438,252.8889122,186.0400766,146.2829612,0.081,1.125,14.57387821,0.971000016,0.971000016,0.913999975,0.75,376.0556889,27.60000038,8.5,4.699999809,22.6161894,0.323853595,14.60000038,189356.2813,0.323345487,5158.45842,181398.962,399.9799957,0.568346984,15.39190209
504.5445208,1.717500001,0.091250001,215.3393396,249.7734474,270.7617464,259.1548491,218.3838322,0.080250002,1.125,18.3016258,0.971000016,0.971000016,0.913999975,0.833333333,400.1277212,,,,21.05746365,0.446366905,,110227.5311,0.467133681,2928.218318,111495.7052,128.5649986,0.618661553,15.18015365
456.180951,1.667214283,0.082714286,254.4237436,269.7248065,265.147892,284.7937883,245.4250507,0.104000001,1.125,5.502426892,0.971000016,0.971000016,0.913999975,0.0,557.7764422,24.36666679,7.399999976,4.300000191,24.78334761,0.991402194,16.0999999,206263.5632,1.070372676,13420.58687,282266.5775,1199.940002,1.724758978,17.64973776
448.0995906,0.931679996,0.065446667,171.3897018,173.150273,169.6187051,179.0844676,177.799221,0.077093334,1.125,4.500517416,0.971000016,0.971000016,0.913999975,0.0,265.2357051,26.5,7.966666698,4.679999828,26.52590783,1.15825745,18.83333333,216367.5065,1.260763993,18003.57479,313251.2591,1442.784996,2.270295849,19.92908136
432.5015333,0.648593334,0.060773333,131.9200643,143.1562662,130.7961076,139.9524482,142.7228355,0.060786667,1.125,0.411238078,0.971000016,0.971000016,0.913999975,0.0,244.0448233,27.13333321,8.166666667,4.710000038,26.94520966,1.213624994,19.16666667,220546.7643,1.354700238,20286.86621,328099.4049,1528.494987,2.365053429,20.88229609
447.1699983,0.593285716,0.058142858,152.4318384,169.2956518,166.5066198,166.1108735,166.5325445,0.052571429,1.125,0.66326904,0.971000016,0.971000016,0.913999975,0.0,219.6741714,27.09999975,8.399999619,4.690000057,26.53317157,1.314820593,18.86666679,231024.3216,1.393308456,20384.13639,346656.1055,1499.924995,2.440102063,20.41931613
445.7024105,0.807014278,0.060514285,146.6878821,167.4837805,176.2557309,162.6545734,166.7612184,0.078400001,1.125,0.653321871,0.971000016,0.971000016,0.913999975,0.0,210.5227006,27.5,8.399999619,4.820000172,26.3580722,1.410191635,18.86666679,234036.9863,1.456440459,20397.01912,355784.3073,1442.784996,2.441224084,20.38156525
439.8877812,0.820723071,0.0583,149.8925514,160.27705,172.2629668,162.5276305,165.7211361,0.088123076,1.125,1.027896419,0.971000016,0.971000016,0.913999975,0.0,200.2787685,27.66666667,8.233333588,4.690000057,26.09725531,1.313391775,19.23333359,235231.5313,1.401752894,19882.44889,353984.9505,1542.780022,2.415792918,20.03561099
446.3892792,0.734857138,0.056928572,138.5202475,140.9233789,145.7222745,141.8906997,146.4494947,0.062285715,1.125,3.88739903,0.971000016,0.971000016,0.913999975,0.0,216.9905949,27.09999975,8.03333346,4.840000153,26.09028808,1.315024892,18.66666667,240299.7663,1.407020842,20494.03035,365249.9023,1657.05999,2.42534092,20.73408333
448.9719474,0.82557857,0.058771429,143.5010802,154.8770739,159.2021294,149.1089198,153.2307059,0.074214286,1.125,2.107396121,0.971000016,0.971000016,0.913999975,0.0,250.8177026,27.09999975,8.03333346,4.679999828,25.76254098,1.356719916,19.36666679,242406.9427,1.460986127,20500.3173,368645.6888,1485.639999,2.474020252,21.09863186
445.7882065,0.716976931,0.058684616,140.5293353,155.0373586,158.841788,150.5727215,152.880757,0.068946155,1.125,0.754393401,0.971000016,0.971000016,0.913999975,0.0,250.0247599,26.93333308,8.199999809,4.800000191,25.73322694,1.363607074,18.36666679,243210.151,1.433283468,20443.08854,370393.4193,1528.49501,2.464875843,20.96990013
443.6363992,0.693615382,0.060076923,139.5151186,154.9769363,159.7110182,149.3333867,154.8921242,0.058846154,1.125,1.480895792,0.971000016,0.971000016,0.913999975,0.0,241.5275319,26.79999987,8.066666921,4.690000057,25.57503875,1.375630205,19.53333282,243721.5332,1.43491667,20261.45182,368961.8945,1471.354996,2.643858303,
439.5182744,0.724200006,0.060292307,141.5330547,157.2794151,163.7373943,153.7017797,159.8899358,0.063153847,1.125,3.046316256,0.971000016,0.971000016,0.913999975,0.0,242.9697507,27.23333359,8.0,4.789999962,25.72830296,1.391681135,19.59999975,241839.429,1.435142368,20313.79606,368261.2917,1671.344994,2.454512216,
443.2989161,0.623200001,0.057942857,135.3310944,152.9286544,152.5066303,142.8773038,150.0402966,0.051657143,1.125,1.894586494,0.971000016,0.971000016,0.913999975,0.0,271.584994,26.5,7.866666794,4.75,24.66295234,1.376479164,18.90000025,242220.8529,1.429447919,18697.83659,362773.9258,1628.490013,2.471746469,
454.4880231,0.628714293,0.058571428,131.0020439,148.5256439,150.4937965,143.3356293,147.8340439,0.0565,1.125,3.941205806,0.971000016,0.971000016,0.913999975,0.0,214.6617813,27.46666654,8.166666667,4.730000019,25.60439939,1.344770175,19.43333308,243256.4492,1.39053728,20307.29971,369946.9234,1557.06501,2.451925465,
459.9839983,0.66215384,0.059769232,128.0620578,147.3636163,153.2119312,139.7050063,145.1435744,0.062846154,1.125,1.332289025,0.971000016,0.971000016,0.913999975,0.0,190.9479783,27.26666705,8.100000064,4.659999847,25.72355127,1.38751853,19.26666705,244556.3177,1.411059211,20342.25203,370486.3685,1557.065002,2.59628208,
448.5014873,0.793285719,0.062314286,141.1290992,158.4728553,163.1141857,151.3987246,154.0679442,0.061321429,1.125,0.943335466,0.971000016,0.971000016,0.913999975,0.0,272.5503076,27.0,8.133333524,4.670000076,25.87245774,1.414402192,18.93333371,243785.3522,1.435268531,20471.04419,370938.987,1614.205002,2.476701738,
450.9219189,0.717928576,0.058857142,129.1280845,138.7215506,144.799565,138.7208211,141.9878613,0.0515,1.125,2.285590244,0.971000016,0.971000016,0.913999975,0.083333333,233.1487904,27.63333321,8.066666762,4.699999809,25.50673842,1.308732924,19.73333359,231261.0635,1.329330448,18835.49054,353976.8298,1542.779995,2.443040619,
460.9140156,0.653571431,0.057928571,147.9106201,158.2302163,163.9549154,157.559982,159.3766295,0.044428572,1.125,0.94747449,0.971000016,0.971000016,0.913999975,0.0,207.011488,26.73333359,8.0,4.5,25.41716917,1.349787613,18.56666629,244157.0313,1.364930168,20045.20634,366591.3138,1471.355011,2.481467557,
456.6965586,0.902142865,0.066142858,146.3044748,160.1067448,168.0862344,159.8377406,161.2268181,0.0595,1.125,0.815616688,0.971000016,0.971000016,0.913999975,0.0,249.156498,27.29999987,8.033333302,4.650000095,25.76147485,1.405590842,18.70000013,243794.8177,1.425061926,20399.33529,378438.3633,1291.364012,2.478359294,
456.572878,0.943371441,0.061785715,142.3401693,163.2556241,158.2648112,154.5835597,153.7818006,0.056771429,1.125,0.970208461,0.971000016,0.971000016,0.913999975,0.0,267.2894452,26.89999962,8.03333346,4.71999979,25.89583898,1.406707759,18.5,242743.4095,1.426251158,20272.90405,376296.3177,1599.920025,2.466713717,
447.5854445,0.947708334,0.063866667,160.8722382,168.3720671,166.1264299,162.1758804,162.6283639,0.061158334,1.125,1.319770237,0.971000016,0.971000016,0.913999975,0.0,275.0320969,26.5,7.866666794,4.639999866,25.51212128,1.420224617,19.33333333,244299.9401,1.403703064,19796.84473,375493.2878,1371.359985,2.393104955,
447.2279812,0.890753333,0.061233333,130.2477709,137.8148794,136.8706341,130.8054851,134.3945602,0.05702,1.125,0.881227945,0.971000016,0.971000016,0.913999975,0.0,305.720438,26.83333333,7.866666794,4.690000057,26.03131016,1.465579296,19.26666705,242425.5898,1.465251759,20300.89242,376348.1484,1642.774994,2.495208774,
437.364582,0.832142851,0.0615,133.845712,145.1875073,153.824983,134.6453991,146.2109267,0.051428572,1.125,0.615058223,0.971000016,0.971000016,0.913999975,0.0,271.4559479,27.06666629,8.166666667,4.639999866,26.05306689,1.429668983,19.53333282,241982.0814,1.443163196,20260.98771,374714.7578,1671.345009,2.440668032,
445.7974013,0.683499992,0.058642857,131.9886471,135.9539989,140.4385131,137.5255585,134.9806137,0.041642857,1.125,0.660295808,0.971000016,0.971000016,0.913999975,0.0,263.917345,26.83333333,7.866666794,4.710000038,25.98972321,1.402150452,19.39999962,245194.2057,1.398138121,20355.29142,378371.7018,1542.780006,2.464765623,
465.6816438,0.727899998,0.055735714,133.8999659,142.6766097,139.7839686,133.5868985,138.7170417,0.047007143,1.125,0.757017138,0.971000016,0.971000016,0.913999975,0.0,215.0114034,27.36666616,7.933333397,4.739999771,25.89579781,1.367570306,18.53333346,243934.0677,1.36046499,20252.21444,375802.2214,1442.785011,2.467122651,
448.6299197,0.883272735,0.060909091,130.4292676,142.6312825,145.6554273,135.1668069,130.8976094,0.059272727,1.125,7.373916211,0.971000016,0.971000016,0.913999975,0.208333333,197.305076,27.04999924,8.0,4.710000038,24.38948941,1.117022766,18.75,201590.0856,1.139348481,15665.00477,298423.8832,1099.944984,2.115083333,
443.8464041,0.931461545,0.062307692,132.0830418,157.9366779,156.7405189,140.7921756,148.5734774,0.055846154,1.125,3.438928525,0.971000016,0.971000016,0.913999975,0.0,232.1499615,26.83333333,8.000000159,,25.95411523,1.419704581,19.43333371,240196.375,1.427357644,20315.41488,367105.1185,1399.929985,2.450426104,
439.5917744,0.920978584,0.061721429,113.9596603,141.1526623,139.4894466,121.0529362,135.2902798,0.064442856,1.125,3.158764581,0.971000016,0.971000016,0.913999975,0.0,181.6063225,26.93333308,7.833333492,4.659999847,25.97857666,1.390048993,18.69999949,240433.9805,1.417362565,20053.89248,368978.8172,1714.20002,2.467597014,
442.9982364,0.783142848,0.062857143,115.7999999,128.9624904,137.2441705,123.256189,129.8822899,0.057928571,1.125,5.963640808,0.971000016,0.971000016,0.913999975,0.0,197.7133261,27.59999975,8.100000223,4.739999771,25.83525324,1.427307879,19.06666692,237695.485,1.425854747,19947.07682,366843.224,1514.209995,2.449725912,
441.9111573,0.775164285,0.060842858,110.1525116,137.7313474,133.5392612,115.8727423,129.2143014,0.061028572,1.125,2.020239909,0.971000016,0.971000016,0.913999975,0.0,173.035895,27.26666641,8.03333346,4.78000021,25.56369607,1.317203874,19.33333333,241273.9401,1.385448992,20251.17074,368908.3763,1514.209991,2.487637881,
435.8920359,0.724661538,0.060553847,130.3670171,136.7854312,160.2077395,122.0002273,150.2395051,0.052461539,1.125,5.232742943,0.971000016,0.971000016,0.913999975,0.0,182.5590496,27.23333295,8.000000159,4.690000057,25.12867737,1.374663755,19.36666679,241271.2246,1.392965277,19517.52856,365840.7227,1571.350006,2.444379305,
441.079417,0.710999993,0.063363637,125.9416819,141.8556296,147.5973333,122.4115156,144.3195934,0.057545454,1.125,1.390212963,0.971000016,0.971000016,0.913999975,0.0,164.9783643,26.6666673,7.933333397,4.75,25.09839829,1.344942143,19.03333346,243429.0664,1.353645851,19930.75183,367159.362,1528.49501,2.466501655,
440.032904,0.701076929,0.067538462,111.9152762,120.8943815,127.4804468,111.0083313,124.4635347,0.051153846,1.125,6.83593744,0.971000016,0.971000016,0.913999975,0.125,152.6135254,27.25,8.150000095,4.769999981,24.47987779,1.228789342,19.55000019,231428.7217,1.237933449,17493.96647,342953.39,1557.065025,2.371426182,
433.5605675,0.702285711,0.065071429,130.956303,144.2300733,154.6156464,140.4205077,149.7817478,0.053428572,1.125,1.237848555,0.971000016,0.971000016,0.913999975,0.0,167.0345796,27.23333295,8.0,4.800000191,25.2026275,1.367273554,18.83333333,244535.2845,1.385199289,20314.89168,369368.6667,1571.350021,2.482373727,
430.0577722,0.738057145,0.061357143,122.7565641,131.1904516,142.9606574,122.5765549,140.2650102,0.057999999,1.125,5.634922015,0.971000016,0.971000016,0.913999975,0.0,153.8049536,27.16666667,7.866666635,4.880000114,25.15535831,1.372000004,19.10000038,240531.8132,1.406050935,19904.34017,366992.1328,1499.925003,2.450492033,
453.5896793,0.674146152,0.062123077,131.254535,139.0803871,153.7925771,124.4264943,147.204731,0.050353846,1.125,2.700767453,0.971000016,0.971000016,0.913999975,0.0,163.4362904,26.96666654,7.866666635,4.739999771,25.0237302,1.32618171,18.56666692,243027.5573,1.353989,20359.01188,368635.5742,1599.920006,2.41318962,
449.0037193,0.671592314,0.060661538,127.2267621,132.6421442,134.9629946,117.1185169,137.7621927,0.049584615,1.125,1.311714316,0.971000016,0.971000016,0.913999975,0.0,156.7661743,27.39999962,8.166666826,4.739999771,24.8487699,1.341572598,19.76666705,243567.5898,1.373918712,20072.10201,369824.4284,1542.780037,2.527531204,
442.6086838,0.82160833,0.062458333,121.8428462,134.0314563,137.662405,119.2120094,132.7924509,0.062308334,1.125,1.381518751,0.971000016,0.971000016,0.913999975,0.0,159.6662818,27.06666629,8.200000127,4.730000019,25.28247054,1.377005885,18.90000025,242302.6921,1.404886862,20222.25008,371764.3711,1457.070007,2.358306953,
444.5686569,0.702707137,0.062128571,130.7189643,135.8913441,138.2468926,124.8355684,134.5194352,0.055414286,1.125,1.765280095,0.971000016,0.971000016,0.913999975,0.0,157.2289702,27.36666679,8.366666476,4.739999771,25.33986672,1.375123267,19.03333346,242886.1549,1.403780088,20239.95215,372480.7695,1799.910019,2.604187379,
456.6989792,0.662476925,0.062,121.3408868,120.7131106,124.6671877,115.661624,122.4138803,0.0592,1.125,1.044615795,0.971000016,0.971000016,0.913999975,0.0,168.6391296,27.06666629,8.26666673,4.789999962,25.40995884,1.357901618,18.59999975,242591.1855,1.37525927,20334.71338,371153.2591,1642.775009,2.412925985,
446.0820021,0.75733333,0.0628,127.1695108,134.2269112,134.6534246,118.9824746,135.567283,0.064600001,1.125,1.021925012,0.971000016,0.971000016,0.913999975,0.0,,26.43333371,7.96666654,4.760000229,25.29983107,1.342872019,19.09999975,242072.5658,1.363485838,20500.05998,368985.1953,1657.059998,2.490789033,
443.6518505,0.781928569,0.061428572,123.3200886,127.6523534,135.3442101,120.0907974,133.5346962,0.059214287,1.125,1.092946231,0.971000016,0.971000016,0.913999975,0.0,,26.76666641,8.166666667,4.670000076,25.67136126,1.350959348,19.0,241675.3098,1.371956276,20452.71009,368197.8709,1657.060013,2.354995182,
444.6705895,0.779769237,0.063076923,110.6046352,119.4516786,121.985624,110.5395559,122.0135012,0.051923076,1.125,1.124307483,0.971000016,0.971000016,0.913999975,0.0,156.3008677,27.36666616,7.933333397,4.619999886,25.84582003,1.332917814,19.13333384,242062.7331,1.369968752,20305.68107,368075.4518,1599.919998,2.435539791,
449.9292895,0.78180666,0.064313333,118.0680571,129.1740306,120.8813861,113.7822005,124.6672859,0.049773333,1.125,1.432491879,0.971000016,0.971000016,0.913999975,0.0,,27.26666641,7.833333333,4.610000134,25.87914975,1.326539353,19.09999975,243068.3151,1.363606493,20458.72152,376961.4948,1785.625008,2.45186779,
449.3524713,0.865961547,0.061838461,133.7449029,138.6224473,144.2061869,129.5661278,141.7515252,0.065092307,1.125,6.2402023,0.971000016,0.971000016,0.913999975,0.0,162.1195145,27.86666679,7.866666794,4.730000019,25.33635171,1.400930703,18.36666679,239764.1016,1.414736132,19469.7546,369288.0833,1542.779991,2.454413405,
449.3120583,0.83876923,0.062615385,127.0021702,139.7768164,140.0330941,128.7425791,137.931996,0.069230769,1.125,4.175158708,0.971000016,0.971000016,0.913999975,0.0,156.4928284,26.13333321,7.833333492,4.710000038,25.07277187,1.389950246,18.70000013,237685.5,1.41641665,19392.80229,366244.0859,1542.779984,2.470543741,
454.6956536,0.764392857,0.063221428,133.0344016,145.3475456,144.5458705,131.1559219,139.2102343,0.056314286,1.125,1.022037492,0.971000016,0.971000016,0.913999975,0.0,,27.26666641,7.900000095,4.769999981,25.77791794,1.352012152,18.46666718,240884.8379,1.406580433,20463.72738,373676.7279,1514.210007,2.455558504,
449.9537688,0.762071418,0.06625,138.0047506,139.6743962,143.0246741,125.609381,137.8313541,0.060257143,1.125,0.560626624,0.971000016,0.971000016,0.913999975,0.0,,26.23333359,7.833333492,4.730000019,25.82539678,1.371544113,18.60000038,245412.4173,1.405351624,20478.63249,377525.7474,1557.065002,2.478091326,
452.3028222,0.820376933,0.067292307,140.6958402,144.3479878,157.1944437,136.6211535,147.6247514,0.063292308,1.125,4.803475332,0.971000016,0.971000016,0.913999975,0.0,167.0805618,26.86666679,7.966666857,4.769999981,25.68236423,1.420376738,18.46666718,241108.2773,1.445377315,19715.01416,374508.6966,1614.205002,2.475441775,
449.9739519,0.902408337,0.069741667,153.7022072,151.3953943,154.7330383,151.2545745,145.5468108,0.067791666,1.125,6.363419933,0.971000016,0.971000016,0.913999975,0.125,171.6641202,27.0,8.0,4.760000229,24.7244606,1.262374423,18.35000038,212192.9521,1.274586242,16722.28401,332486.2351,1228.509987,2.207219007,
433.0263345,0.820500003,0.064607143,128.460729,131.7201309,138.7439744,126.5405264,133.9128377,0.0595,1.125,2.999294285,0.971000016,0.971000016,0.913999975,0.0,174.8131195,27.66666667,8.100000064,4.820000172,26.23538152,1.439014917,18.80000051,237969.8854,1.472152074,20822.46419,370803.7565,1642.774994,2.451884295,
436.2294334,0.70067857,0.056521429,122.1984437,125.2315607,126.6411254,119.9322376,125.9323743,0.051107143,1.125,2.39837079,0.971000016,0.971000016,0.913999975,0.0,176.4601491,26.43333371,8.066666921,4.710000038,25.95661545,1.36738946,19.03333282,239053.2533,1.436491907,20809.81641,367368.8424,1599.920021,2.466787147,
436.7482436,0.712571421,0.057714286,117.8328107,118.6527942,121.6180757,114.7792473,120.2562621,0.0555,1.125,0.931569273,0.971000016,0.971000016,0.913999975,0.0,171.0259635,26.86666679,8.133333524,4.71999979,25.96400245,1.354342019,18.90000025,240334.2884,1.39790682,20816.16048,366540.8138,1414.214996,2.464208593,
438.2227565,0.712114279,0.057921428,125.9952577,128.2201707,128.0717154,118.7448057,130.2601407,0.053135714,1.125,3.084655019,0.971000016,0.971000016,0.913999975,0.0,164.7333968,26.89999962,8.133333365,4.639999866,25.68105992,1.37738427,18.90000025,237112.8971,1.413851266,20779.51685,365943.4544,1671.345009,2.455756224,
425.6461957,0.764571424,0.057785714,132.8061047,134.833155,139.9733788,126.3428106,136.3490527,0.058857143,0.975097974,2.515494697,0.879861402,0.852143466,0.859951722,0.0,162.7430455,26.86666616,8.300000191,4.730000019,25.720275,1.378059442,19.96666654,237112.5169,1.432126825,20768.62687,369068.3086,1514.209984,2.445203143,
429.236577,0.634066661,0.057333333,122.1471408,131.9853064,141.0079597,135.2552319,133.2792082,0.056866666,0.844000282,1.066786543,0.871291704,0.801956326,0.851130975,0.0,171.3693644,26.96666654,8.366666794,4.610000134,25.76168617,1.416657622,19.30000051,237930.36,1.476843715,20771.13924,369692.0716,1371.359982,2.476442233,
436.7339286,0.724726661,0.05826,131.1668784,139.4318994,142.7348191,134.9684477,140.7442853,0.060533334,0.996298465,1.919630467,0.994123295,0.980404476,0.978619973,0.0,188.1701679,27.09999975,8.366666794,4.820000172,25.79520814,1.412027881,19.13333321,238697.7376,1.472494135,20781.91512,369401.0326,1514.209991,2.438962738,
435.3175869,0.820499998,0.061907693,141.7955694,143.2762779,155.3799766,140.6851689,148.5837603,0.064846155,0.935892858,2.321374567,1.040556307,1.038617196,1.029554777,0.125,175.4647338,27.3333327,8.23333327,4.800000191,24.6282897,1.288777567,19.33333333,221786.1862,1.335489109,17910.72538,350753.661,1399.929996,2.326854497,
436.5037093,0.752533333,0.0604,140.1934319,136.0263532,144.5071634,139.1660341,142.0542781,0.0592,1.05266346,2.283829721,1.203228196,1.1841105,1.167362014,0.0,183.4266898,27.33333333,7.966666857,4.809999943,25.73012169,1.433416391,19.53333282,237652.877,1.456597358,20498.40283,368420.2214,1471.354988,2.486597359,
440.4169277,0.760071427,0.058285714,152.1548138,149.8076496,161.1960265,144.5026439,157.5319163,0.057714285,0.757707059,1.796248667,0.866763279,0.876145961,0.864680213,0.0,189.5749181,27.29999987,8.466666857,4.619999886,25.68369524,1.407903085,19.06666692,236078.293,1.463566268,20609.32202,368649.9232,1528.495007,2.497210672,
426.7844876,0.726085714,0.058464285,137.5637474,136.3636185,147.4993038,136.2736228,143.1144956,0.058014286,0.726723755,1.504946757,0.840155604,0.797832516,0.834422437,0.0,208.5755908,26.83333333,8.000000159,4.710000038,25.76593471,1.434334397,19.13333321,236070.8392,1.482707391,20800.05216,366182.8424,1485.639992,2.484944045,
436.9665865,0.676384619,0.056076923,132.8131148,132.8130372,140.4048144,134.2146133,137.4775543,0.053769231,0.742939159,0.526555166,0.916947506,0.876091284,0.902747107,0.0,195.9197241,27.0,8.100000381,4.889999866,25.992649,1.312673733,19.56666629,225347.1133,1.41206712,19347.31327,346432.0221,1371.359993,2.271744411,
436.9511522,0.7802,0.059283334,133.9324134,139.1677767,141.2290068,126.7445259,136.5321395,0.057141667,0.683937947,0.65984153,0.78420878,0.777829121,0.80909844,0.0,186.3687382,27.73333359,8.100000381,4.75,26.82220316,1.332900191,20.06666692,220976.3223,1.408507094,18484.57381,334988.2409,1328.505013,2.144749777,
443.9104897,0.790224994,0.063958333,134.475654,133.6873414,140.6841402,122.1959124,140.247496,0.060508333,0.815348648,0.896562415,0.867735925,0.893557583,0.897275252,0.0,161.3113327,27.66666667,8.133333365,4.679999828,26.42107765,1.3179026,19.36666679,222183.3978,1.386577681,18472.59709,336967.5378,1285.650009,2.131798158,
440.6026514,0.740884616,0.062884615,147.1930351,146.0813977,154.2899062,138.8874118,157.8685843,0.057707692,0.917765809,0.704878141,1.019165032,1.023055111,1.03479963,0.0,190.7011102,27.16666667,8.066666603,4.670000076,26.00315793,1.386960665,18.90000025,236320.4798,1.434968546,20499.76676,368672.6406,1485.640007,2.443098127,
420.429016,0.814999994,0.059866666,133.0512015,139.1853456,146.6703812,136.6424748,148.4742139,0.063733334,0.717060849,1.518906976,0.885341269,0.852294919,0.896429179,0.0,197.7891216,26.90000025,8.066666921,4.860000134,25.78194865,1.431498587,19.06666629,236028.2161,1.493650277,20686.06169,369453.9414,1528.49501,2.473344729,
417.9143248,0.630807149,0.053492857,120.2300285,132.0904376,129.5490421,127.2323815,135.9849841,0.041185714,0.677463078,0.773307703,0.84189897,0.793181514,0.852145689,0.0,172.4192034,26.73333359,8.366666794,4.820000172,25.67689951,1.432432224,19.36666679,236684.6517,1.492958943,20766.10539,369721.3008,1385.644997,2.462651576,
434.4489328,0.675799996,0.054492857,131.1222585,129.6888148,133.6497014,121.046841,143.9060421,0.047742857,0.793455683,0.912637621,0.920501895,0.931395379,0.927548071,0.0,166.6589845,27.09999975,8.399999619,4.78000021,25.55235084,1.394168541,19.0,238501.582,1.448881482,20801.35246,372498.3932,1599.919998,2.463031488,
446.2926688,0.703053846,0.061115384,150.6348394,145.1118778,158.1502209,136.4955934,160.2338009,0.053546154,0.813210353,3.056799211,0.884382101,0.913207655,0.90919396,0.0,181.1360518,27.33333333,8.266666412,4.650000095,25.05206052,1.409628158,19.23333359,236937.1191,1.465039308,19770.15202,368429.1745,1471.355003,2.482954599,
434.3577223,0.718307697,0.067000001,133.5179977,137.1716741,146.0845467,124.9860942,145.0769602,0.062923077,0.773510965,2.12068673,0.857271465,0.882923866,0.870683146,0.0,163.1088715,27.13333384,8.100000064,4.809999943,25.29326757,1.425764412,18.86666679,237100.5085,1.466067662,20551.61271,368073.5391,1571.350014,2.486266302,
440.6737222,0.910857133,0.070564285,136.4655046,142.2099705,152.537267,133.0147076,152.6824888,0.062735715,0.718226358,0.66812397,0.841327148,0.868541998,0.852045166,0.0,,26.76666641,8.133333524,4.820000172,25.2988414,1.40483959,18.70000013,238817.0469,1.445278232,20526.17204,367996.4479,1628.490005,2.470313071,
440.0813223,0.826499999,0.063635714,131.3772863,133.7777735,146.7618011,130.6730601,147.4227009,0.050964285,0.756630008,0.819641339,0.903058891,0.905556113,0.905965616,0.0,171.3622661,26.59999975,8.133333524,4.739999771,25.49106725,1.38497449,18.5,240093.0273,1.426827182,20958.92131,372591.0898,1457.070004,2.450887458,
442.6624851,0.766033328,0.063960001,135.5698293,142.8138088,150.7866793,133.172629,153.355298,0.05296,0.727013198,0.814973901,0.847985384,0.855671577,0.877849919,0.0,162.6008341,26.8333327,7.900000095,4.78000021,25.85061526,1.380440926,18.46666654,240135.1497,1.431307415,20880.83008,371654.7109,1471.354988,2.442089077,
441.6053326,0.766199998,0.063733334,137.8226201,141.5999247,157.2536227,140.1466427,154.9734802,0.0524,0.850532869,0.804782192,0.976168275,0.978992522,0.974428726,0.0,175.1619625,27.09999975,8.23333327,4.860000134,26.08834132,1.397189458,18.40000025,239106.0736,1.439140692,20601.19849,372474.2526,1345.440046,2.456604769,
444.2174038,0.721233336,0.063306666,139.0038656,139.5963252,157.1624495,132.8686927,153.8860855,0.049306667,0.721295575,0.877552986,0.829975816,0.852416466,0.841644866,0.0,168.7566914,26.66666667,8.100000064,4.730000019,25.6784579,1.328334461,18.73333359,241953.1042,1.3913373,20252.5647,373247.2865,1625.740065,2.430176721,
447.9104177,0.655700007,0.060528572,127.6440862,123.4064372,141.0838944,126.0292832,140.4821561,0.045828572,0.860872184,0.741668974,1.009213736,1.004668695,1.011706032,0.0,166.3294309,26.79999987,8.166666667,4.639999866,25.89205964,1.343824774,18.96666654,239193.4199,1.431533446,20828.67367,374869.849,1653.770077,2.413346117,
441.9778256,0.788199998,0.06745,137.8954894,141.6506319,161.9666684,140.2195492,156.0733802,0.06020625,0.670304117,0.697691314,0.810853553,0.817490081,0.804620105,0.0,178.0241746,27.0,8.233333588,4.71999979,25.87468155,1.378549501,18.90000025,239478.5299,1.446380431,20619.76188,373393.8503,1485.590059,2.459208006,
446.5299188,0.779464283,0.066457144,138.2117971,145.9317083,162.8254188,153.1233206,155.0383679,0.062521429,0.750102582,1.888665734,1.005347277,0.948704566,0.965410593,0.083333333,207.5657088,26.30000019,8.150000095,4.769999981,25.54651928,1.268905766,19.10000038,223060.716,1.344147736,18209.92043,338499.8766,1261.350048,2.259613719,19.07077014
439.0813683,0.766728576,0.062171429,134.6198807,138.9696522,171.3770822,148.9943918,159.9272505,0.064014286,0.61967617,0.447113888,0.816288446,0.796537332,0.81791382,0.0,175.5040951,26.83333333,8.166666985,4.71999979,26.45363116,1.381384542,18.5,236835.64,1.466235672,20723.5179,366388.3789,1569.680069,2.467594484,18.54396685
