Удельный расход кокса (кг/т),Чугун.Si,Чугун.P,t колошникового газа 4 (°С),t колошникового газа 3 (°С),t колошникового газа 1 (°С),t колошникового газа 2 (°С),t колошникового газа в пылеуловителе (°С),Чугун.Ti,Уровень засыпи (юг) (м),Положение клапана малый снорт (%),Уровень засыпи (север) (м),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м),Длительность простоя (сут),t периферийных газов 5 (°С),O₂ в горячем дутье,Колошниковый газ (H₂),Чугун.C,Содержание кислорода в дутье (%),Перепад давлений нижний (ат),Колошниковый газ (CO₂),Расход холодного дутья (м³/ч),Перепад давлений общий (ат),Расход природного газа (м³/ч),Выход колошникового газа (м³/ч),Шлак,упдп,CO₂ в колошниковом газе (%)
411.6325559,,,155.7745622,162.82031,165.6331189,168.5983359,159.044728,,0.69391867,2.691432342,0.792317152,0.726548776,0.80046128,0.0,346.8635343,27.83333333,7.100000064,,27.6629138,1.395662755,19.83333333,220703.3314,1.44938838,22826.1984,339123.0911,,,21.55499379
414.3850765,,,159.6709801,166.7892939,170.4901816,176.8714809,162.7946914,,0.900384488,2.400524681,0.97851783,0.92850851,0.982712266,0.166666667,340.8119609,28.06666692,7.199999968,,26.84694401,1.036618056,19.09999975,200299.4907,1.269675362,19253.3601,289800.1131,,,21.22124434
401.9543121,,,175.3655459,182.2592106,185.3603007,184.5485198,179.8379415,,0.720506765,2.403898644,0.800451092,0.739392305,0.825742995,0.0,370.3343557,28.0,7.199999968,,27.52391688,1.135540513,19.70000013,221274.373,1.454724535,22766.28752,329695.6146,,,21.57533749
404.0321996,,,155.1660353,159.4904461,164.3478038,167.669349,157.4677245,,0.707467039,3.164652474,0.802743276,0.740753134,0.808639405,0.0,362.9991684,27.70000013,7.800000032,,27.73892848,1.180794954,19.53333346,220290.6035,1.471674596,22902.7679,328457.8021,,,21.75162927
398.9377102,,,161.3667679,165.3847014,169.4414552,174.6103077,164.3760109,,0.69712951,6.163666171,0.783722388,0.720683855,0.808509948,0.0,403.5476774,27.73333359,8.0,,27.77164396,1.385259246,19.46666718,219977.1641,1.484480326,22264.76644,331125.3021,,,21.46426694
401.6103588,,,146.2076476,147.9167891,154.1608092,157.2953431,144.7560158,,0.922315108,9.936135853,0.993592011,0.96448119,1.018486455,0.166666667,359.4547284,27.66666603,8.066666762,,26.87924401,1.270638311,19.80000051,200700.1351,1.325927091,19027.90588,294233.7686,,,21.46913044
407.5856514,,,146.2133636,160.0732931,153.5474714,156.5003732,149.5290165,,0.826839176,8.827439383,0.918404542,0.824305753,0.97670163,0.0,296.8469925,27.70000013,8.03333346,,27.66752346,1.350675111,20.39999962,220374.7161,1.460023041,21126.83594,324469.6875,,,21.56620725
406.611212,,,150.2546641,160.0808926,157.3176791,150.8287214,151.5969906,,0.737578762,7.159171261,0.779210058,0.722880267,0.826910526,0.0,303.9770406,27.76666705,7.766666571,,27.79389143,1.403545136,19.70000076,219755.1816,1.487978001,21951.63525,329450.9531,,,21.71322783
409.185201,,,144.1049321,154.2194513,152.2460575,151.3658415,144.7933362,,0.758454854,2.497379368,0.797370136,0.721892585,0.849505268,0.0,312.9046262,27.73333359,7.566666603,,27.80068866,1.431646417,19.63333384,220906.0794,1.495688657,21845.35116,329474.0182,,,21.60670511
409.0170448,,,151.5172729,159.5067803,158.2736181,158.4029652,151.5387481,,0.824390868,11.22275436,0.884522391,0.79826989,0.91668276,0.083333333,300.2314809,27.85000038,8.150000095,,27.25988873,1.329209457,19.75,209025.6273,1.396897461,20204.93371,303102.6794,,,21.10390306
410.1871836,,,146.4962266,150.5898234,151.6682949,151.773159,144.5435581,,0.749735706,1.022355668,0.778642587,0.71937911,0.800259024,0.0,341.4379705,27.53333346,8.000000159,,27.74482298,1.401137143,20.40000025,222207.4115,1.470572929,21998.49259,327196.2513,,,21.3429842
410.4809146,,,154.7854716,160.0754617,164.2746989,170.3824584,156.0630296,,0.829785876,0.69233913,0.9280842,0.85345156,0.927942646,0.0,317.1969287,27.5,7.833333333,,27.75182382,1.429776609,19.76666705,221959.1973,1.482609376,21854.01424,327956.5964,,,20.91831096
412.6192585,,,141.6297649,147.5063616,149.0908661,150.4697844,142.2313341,,0.825724033,0.733300986,0.896190325,0.83719756,0.908860698,0.0,284.3728828,27.33333333,7.833333333,,27.75426936,1.367943068,19.70000013,223004.8743,1.453507145,21998.46224,331802.4349,,,20.9786818
417.5342719,,,148.3854885,154.4371173,155.230505,154.0523326,147.1505756,,0.74616267,0.618531362,0.797661225,0.725754569,0.810113825,0.0,267.0251516,27.13333321,7.899999936,,27.80201022,1.386979153,19.66666667,223711.4922,1.44808797,21998.58089,333646.4219,,,21.00885995
404.8678902,,,146.3952586,152.1674887,152.4194571,155.4587199,147.4387919,,0.736998548,0.586728873,0.806507436,0.733339466,0.82505093,0.0,336.1858139,27.10000038,8.166666667,,27.67393629,1.421828697,20.40000025,224963.2461,1.470857069,21937.73006,340961.7565,,,20.94152617
401.6973833,,,143.8537003,148.6849626,148.2040008,147.033981,141.2715572,,0.6943898,2.824427678,0.786857945,0.714576267,0.786477419,0.0,353.8951797,27.30000051,7.53333346,,27.5736932,1.415851672,20.46666654,224184.9512,1.46831354,21888.32853,340996.5456,,,20.9199938
402.4678928,,,149.4315128,154.6316783,150.6754704,150.1463159,144.4084304,,0.828205027,14.46006882,0.88840208,0.840617416,0.935967647,0.125,342.1108704,27.23333359,8.333333333,,26.68319511,1.22346586,20.16666603,201339.3818,1.295884269,18908.213,295401.8783,,,20.9171056
406.1326221,,,161.1391519,163.3093573,166.938741,157.79098,157.9414921,,0.686924013,0.734772973,0.747687673,0.704838191,0.789141424,0.0,329.4687767,26.93333308,8.900000254,,27.71926403,1.354913781,20.0,223573.224,1.465378488,21865.41675,336070.0208,,,21.34531585
402.1007217,,,165.5041917,168.8794886,169.863999,168.4363187,164.4838238,,0.688479349,1.544461946,0.767412702,0.708079686,0.791705211,0.0,335.1054522,27.29999987,9.433333715,,27.62024816,1.422145968,19.93333308,223452.7214,1.514062802,21906.78304,345101.6576,,,21.51783005
413.1109468,,,165.7518508,171.6011241,171.155927,169.135835,161.181825,,0.94020318,20.08432309,1.042091543,0.967021354,1.058599529,0.125,311.4402657,27.33333333,7.799999873,,27.0822831,1.229852426,19.43333308,198671.1148,1.332175938,18973.93428,298576.8329,,,20.99906754
407.9386945,,,156.7723312,156.689731,161.7740402,155.9022147,153.3543669,,0.736253865,1.943854481,0.769296236,0.741300573,0.780682807,0.0,312.5083491,26.66666667,7.433333238,,27.87336755,1.418532401,19.66666667,219084.8275,1.52413483,21713.71842,334209.7448,,,20.45761704
413.5098129,,,158.9571241,157.2325223,164.9876868,158.5078144,152.6510188,,0.747668125,0.904107004,0.789518761,0.744947563,0.777803702,0.0,273.5160891,27.03333282,9.433333397,,27.98362033,1.414990505,19.70000013,221046.4811,1.502951001,21884.34684,338404.6667,,,20.70666138
420.948229,,,173.8024775,175.5901731,174.0794188,175.0392984,168.8841343,,0.751679795,1.513121652,0.787546411,0.732280379,0.816504737,0.0,351.1076978,27.40000025,8.633333524,,28.0237414,1.438494225,19.76666641,219835.097,1.507088527,21956.53841,342209.0117,,,20.24815575
401.2493165,,,163.7567647,171.2607873,169.4306456,178.4065755,166.2052364,,0.728550221,2.796683124,0.830636166,0.745119902,0.844072968,0.0,390.6441917,26.96666718,8.033333302,,28.15602954,1.372038782,20.03333346,217741.6302,1.517958328,21965.88509,343720.651,,,20.52264818
401.0917332,,,141.8309097,148.4488354,147.8321444,150.4618626,142.5356134,,0.742259867,3.213001585,0.817054473,0.764750354,0.824347191,0.0,364.4891332,27.70000013,8.166666508,,28.18117118,1.357507,19.23333359,217370.5781,1.512718916,21953.34766,338174.3542,,,20.17803272
404.1704556,,,135.4575593,143.2239704,139.8491217,145.8404023,133.2722155,,0.83741268,3.237549103,0.911675322,0.838781255,0.898054222,0.0,281.4617716,27.8333327,8.0,,28.29200546,1.260388508,19.76666705,220388.4427,1.467457046,22087.05876,342343.2109,,,19.92041246
428.7292249,,,127.6836751,139.4300334,134.9555031,138.3838895,128.0408573,,0.728707977,0.227523147,0.800638941,0.713801444,0.794334372,0.0,251.8249766,28.10000038,8.03333346,,27.98275312,1.23511981,19.6666673,224333.8288,1.457816541,21997.31087,342573.9909,,,19.87582692
427.6023899,,,142.959568,150.1616542,148.9090335,153.3398167,137.5381718,,1.32789467,8.814307019,1.352248723,1.297433262,1.402492575,0.333333333,284.5441717,27.05000019,8.099999905,,26.18266988,0.935395262,19.10000038,172519.1492,1.083879046,15012.23656,244585.4389,,,19.85723937
410.0359191,,,150.8972664,153.4780954,155.7288138,150.5703278,146.8825817,,0.830819522,10.47350276,0.949720296,0.873299738,0.918944277,0.0,345.8749237,28.03333346,7.566666603,,28.26864179,1.346890966,19.03333282,218340.1725,1.511338919,21477.7487,332567.8529,,,19.872154
418.5764255,,,140.3777227,143.9454088,149.1482671,143.2058678,138.1020393,,0.759028939,1.138974716,0.889777884,0.809546034,0.85210827,0.0,283.321668,27.26666705,7.633333524,,28.15515725,1.279548615,19.63333321,221666.7305,1.477959211,21998.9882,341692.6484,,,20.51913333
406.6137014,,,138.001023,144.3315509,144.5528272,140.8266913,135.4102268,,0.73148755,2.239897228,0.862653693,0.762672971,0.813034835,0.0,277.4572309,27.39999962,7.400000095,,28.03283453,1.341083338,19.96666654,222668.6999,1.498717596,21561.98063,344654.9935,,,20.19553638
412.067696,,,150.5349572,152.4059747,161.0509281,150.3982296,148.6197999,,0.715618191,0.543378763,0.823300692,0.749063673,0.788203319,0.0,308.1406212,27.43333308,7.23333327,,27.76084328,1.316831832,20.59999975,225874.4232,1.452238401,21896.99756,349940.5729,,,20.34513736
418.6413447,,,158.9146341,160.7352295,166.2682769,163.3544477,151.7387419,,1.005204519,4.38674865,1.13224607,1.06446822,1.079641591,0.0,351.5608139,27.56666692,7.066666762,,27.72778757,1.334941544,19.36666679,222873.8079,1.462680548,21273.14848,342167.026,,,20.0058682
420.928115,,,146.3792477,151.7895991,152.7922656,154.9257882,149.9199416,,2.120162718,15.34535836,2.328910535,2.186273965,2.304836797,0.208333333,280.8378239,26.75,7.25,,26.08719897,1.170461804,19.60000038,211954.4004,1.286060775,17009.57184,305460.6947,,,18.88591758
414.2974642,,,129.6008151,140.812149,144.7690271,145.7431237,134.6899926,,0.795812336,2.576020117,0.90353888,0.798867069,0.884657763,0.0,246.8888423,27.13333384,7.466666698,,27.60034029,1.223986283,19.70000013,225874.6087,1.444095348,21419.67448,344365.8203,,,19.87071657
415.8081254,,,124.2697185,134.5235659,138.3062836,137.1445796,128.02876,,0.776210991,2.328064875,0.844456588,0.769207522,0.844037878,0.0,215.4286633,26.90000025,7.900000254,,27.52681851,1.200489586,19.96666654,227538.2865,1.437377309,21596.39494,344597.2734,,,19.4828066
423.6416881,,,131.9840438,141.9805266,147.6493171,144.8380823,135.3950574,,0.724195888,0.726697859,0.806567768,0.735319552,0.792011338,0.0,206.8683745,27.13333321,7.73333327,,27.67370152,1.273121516,18.89999962,226277.4355,1.461081028,21851.86418,346611.1693,,,19.95777543
410.3805491,,,136.870498,149.0340226,150.7473694,149.574728,138.0192458,,0.738628348,3.204992031,0.835043892,0.753201105,0.821750328,0.0,240.7703762,27.16666667,7.833333333,,27.89969802,1.317825149,19.10000038,223992.3105,1.487943828,21757.77083,345277.0833,,,20.79478765
420.6431533,,,127.6489776,136.1590656,137.3432671,144.1455886,128.193765,,1.141500168,0.159380836,1.304796316,1.149507962,1.276728506,0.0,224.1022008,27.26666641,8.299999873,,27.74909854,1.221938516,19.69999949,228149.1348,1.417689169,21983.07935,347973.5846,,,21.58123358
409.1066514,,,137.5269299,147.9929015,148.2622623,149.091589,137.6916259,,0.746487148,1.586096687,0.819745138,0.742403475,0.798696463,0.0,253.1699664,26.83333333,7.26666673,,27.76447113,1.270254046,19.6666673,224745.4349,1.45978415,21853.02629,343373.3372,,,20.6648016
411.7887659,,,135.6351538,145.182511,146.9828809,147.4552193,135.6072763,,0.744200235,1.880705045,0.848012033,0.746030264,0.823966431,0.0,261.7080816,27.43333308,7.033333302,,27.79071037,1.259379039,19.93333308,228400.3236,1.443598395,21762.22095,346297.1536,,,20.43391792
431.191763,,,139.4370991,150.384442,154.3131733,152.9971822,141.6946373,,0.703701744,0.203000466,0.786803059,0.706780041,0.770831699,0.0,262.4687723,27.20000013,7.766666571,,27.34667055,1.181840261,19.63333321,230040.39,1.434838995,22000.33358,346193.1758,,,19.74325339
413.822379,,,147.2652378,159.8003171,156.2608426,152.0470079,145.6398519,,0.711381244,1.07611954,0.755897447,0.690667411,0.759418696,0.0,336.8590317,27.09999975,7.700000127,,27.59223032,1.302550346,18.73333295,227311.9668,1.476372704,21681.5118,344331.9479,,,20.10904709
415.2518277,,,142.2275775,156.1308613,151.4388647,155.1104406,137.9842345,,1.039853183,5.941369675,1.146887677,1.01868247,1.127867304,0.125,351.3283895,27.44999981,8.050000191,,26.59196075,1.175136579,19.89999962,210729.6019,1.317288777,18467.72755,306376.1494,,,19.73791297
411.5447369,,,130.9818373,147.0594012,146.3127276,151.2701289,137.4530923,,0.775928741,0.028768744,0.903237457,0.753355255,0.881817393,0.0,281.0477269,27.36666679,7.799999873,,27.67173489,1.274996713,19.39999962,231456.4779,1.461573203,22000.02067,345405.0859,,,20.37500461
421.3238144,,,137.747097,147.2748801,148.9516951,151.1387355,140.2899221,,0.81289004,1.436007556,0.907187151,0.784310477,0.879275233,0.0,243.1004225,27.03333346,7.899999936,,27.67168172,1.308064222,19.39999962,229921.4251,1.487716441,21872.30827,340590.474,,,19.92528399
420.4267844,,,156.1002108,157.8916966,157.3852437,154.1750011,149.2250554,,0.9291063,5.112830678,0.982028472,0.898007182,0.957599945,0.125,287.6063557,27.03333346,8.100000064,,26.86018737,1.26229397,18.93333308,206613.7377,1.393105909,18955.43379,303984.8124,,,19.13420026
408.6192437,,,143.9642283,154.2475834,152.3358529,145.1325293,143.6631463,,0.769056742,2.322738972,0.837812982,0.745924888,0.822980834,0.0,254.3978157,27.69999949,7.633333365,,27.82553768,1.347486069,18.73333295,226314.1426,1.500465343,21790.89103,333729.5404,,,19.98635872
409.8707533,,,137.8684521,149.1413078,147.0692406,141.4951534,138.9928691,,0.74616498,0.22540781,0.826365101,0.723510129,0.797154163,0.0,235.654239,27.66666667,8.066666921,,27.83999133,1.307456017,19.0,228830.6862,1.487994805,21952.88403,344334.7917,,,19.6470503
421.6729884,,,157.3222275,163.3495007,160.3945325,151.7246653,153.5453612,,0.75567847,0.269753936,0.817830501,0.734315331,0.808689574,0.0,287.8193474,27.53333346,8.000000159,,27.83898401,1.313980892,18.80000051,227731.2539,1.483698482,21955.66406,346352.7578,,,19.3006614
409.764142,,,140.1613909,150.6316776,144.8942159,141.5586815,139.4636841,,0.795238843,0.808807177,0.852909302,0.758993295,0.847052048,0.0,302.1164424,27.33333333,7.933333397,,28.07460999,1.318387235,18.73333359,229445.7995,1.464578475,21692.29525,350434.7734,,,20.15569743
424.0917862,,,129.7981628,140.9837561,141.1824115,140.3624147,127.8469489,,1.228554455,17.05746635,1.359357114,1.204102894,1.326056182,0.208333333,241.2344882,27.70000076,7.700000048,,26.74385452,1.061998839,19.95000076,197290.4387,1.216935771,17374.3627,289030.2585,,,20.42531729
410.3668309,,,122.9522298,140.8180834,138.1294975,135.3050315,129.0212882,,0.772031302,1.64704604,0.888723202,0.75676359,0.855131311,0.0,209.7002468,27.59999975,8.366666794,,28.02127186,1.233030677,18.79999987,227479.0462,1.453340277,21742.7605,349768.0378,,,21.45399117
407.2539247,,,113.0590076,132.2331845,128.2685979,126.4624933,119.5081158,,0.741200532,0.283144814,0.863281243,0.721220796,0.829287857,0.0,188.8882294,27.66666667,7.733333429,,28.10773905,1.205739612,19.8333327,227494.3678,1.428223173,21787.55615,352815.8477,,,21.48732877
424.1976474,,,128.908789,141.2428745,142.4591897,144.1904513,134.0410198,,1.047275106,0.992504807,1.197710174,1.045180889,1.188177548,0.0,197.2182897,27.46666654,7.433333397,,28.12837632,1.17563425,19.29999987,229537.5078,1.400692701,21924.04915,355832.2214,,,21.54550489
424.1514844,,,137.3249833,150.0248998,146.4292752,154.7163442,142.6260389,,1.232843816,1.46883681,1.30641781,1.179887441,1.316977141,0.0,199.5172367,28.0,7.566666762,,28.26550269,1.298885981,19.70000013,227234.8438,1.45543691,21817.57275,359468.2344,,,20.9544239
413.1773152,,,116.131251,134.6313725,133.5901362,134.4602572,124.3199294,,0.783113445,5.474838939,0.850631294,0.72643511,0.835206911,0.0,194.1549536,28.29999987,7.666666667,,28.60686978,1.294611648,19.90000025,224857.1257,1.49121892,21755.69816,355377.3659,,,20.88218737
416.8557645,,,121.3343347,138.1869141,136.3940681,139.9226844,128.1175989,,0.825146084,0.533526964,0.877067936,0.73297737,0.834812187,0.0,191.6834666,28.13333384,7.966666698,,28.62953838,1.281675701,20.03333346,224499.9798,1.491970326,21888.42546,355678.8099,,,20.81760963
416.6900673,,,129.0503066,145.2457714,143.4966812,145.0208807,133.4416504,,0.823649938,2.96878614,0.862595593,0.724143689,0.846485183,0.0,201.9555359,27.5,7.933333397,,27.97202786,1.312020252,19.23333359,226178.5885,1.46691378,21823.54712,351331.7995,,,20.53956119
416.2121656,,,134.0434643,148.1844069,149.1174796,145.8146674,139.3290087,,0.894817556,0.773054274,0.938819312,0.824907579,0.930526614,0.0,215.1258399,27.93333308,7.699999968,,27.77375309,1.302849526,19.63333321,227522.832,1.475686128,21912.06022,352063.4401,,,20.67085433
413.2314605,,,139.6008177,150.6299477,152.2726173,145.2884331,142.4056803,,0.848273203,7.241972037,0.891403293,0.785684489,0.874340966,0.0,226.2439461,27.63333321,7.633333206,,27.7216688,1.327272574,19.03333346,224837.627,1.480024303,21746.78703,345866.0664,,,20.75036931
410.3358627,,,136.5983874,146.0550998,149.0407604,150.2036235,138.416632,,0.912835988,7.477093072,0.993734837,0.865796929,0.992758383,0.0,252.7081585,27.86666679,7.599999905,,27.80899223,1.339759265,20.16666667,223079.0814,1.480802665,21019.32642,347705.4779,,,20.74890073
412.9144059,,,120.8773826,134.3189586,136.9115721,138.3939238,126.6043189,,0.800122961,1.322683259,0.882251998,0.7602858,0.857382973,0.0,227.136296,27.66666667,7.433333397,,27.95528309,1.277482664,20.73333359,226929.1348,1.459113091,20951.97461,353629.6654,,,19.98814758
424.39613,,,125.2613004,139.0291249,140.2237937,141.7465967,130.1517512,,0.819114869,4.757900578,0.86877168,0.761729283,0.855405939,0.0,226.6534316,27.56666629,7.566666603,,27.95647144,1.275811339,20.73333359,226239.2044,1.458259275,21332.92082,352784.082,,,19.89243825
437.3058766,,,119.0367002,135.7018223,132.4703884,135.4694621,124.7597103,,0.812976383,0.276915915,0.904989002,0.766124999,0.894641541,0.0,225.8738136,27.63333257,7.699999968,,27.95398227,1.218539342,20.03333282,225970.819,1.428277209,21488.54834,350967.1198,,,20.88812383
441.7564961,,,117.7889624,135.3412631,132.2206055,132.010438,122.0395829,,0.760527804,0.316094776,0.83402248,0.705886858,0.82870171,0.0,208.2885443,28.0,7.733333429,,28.24602087,1.262893418,19.26666705,225597.1608,1.446490397,21484.17391,352935.5299,,,21.59220799
431.4646385,,,137.6630414,153.7609221,154.6874943,153.3475081,143.7249438,,0.811447278,0.620624294,0.896273442,0.780701444,0.892619036,0.0,222.6789608,27.56666629,7.900000095,,28.01646082,1.32647339,19.13333384,224814.2682,1.49354052,21337.45549,355355.3958,,,21.70207151
434.8126585,,,134.6014252,152.1369584,150.7916088,148.0617994,140.8747842,,0.754286972,1.015547814,0.817603871,0.703964929,0.830741751,0.0,201.5382633,27.80000051,8.03333346,,28.09302902,1.336253474,19.90000025,223848.903,1.485272576,21267.57642,349682.1693,,,21.34347868
431.4448477,,,140.7320099,153.8730106,154.9094899,149.6393356,144.9738388,,0.759095185,4.478233743,0.853243195,0.752304179,0.863473773,0.0,238.8172137,27.73333295,8.066666762,,28.31553562,1.392016292,19.26666641,221360.752,1.528798133,21460.62191,349175.6719,,,21.37035799
410.1407835,,,134.6267656,149.6332747,151.3498039,145.7675133,139.5572284,,0.727905902,7.325943297,0.812924407,0.726212268,0.824092587,0.0,233.3776633,27.56666629,7.866666794,,28.33268976,1.373199652,19.20000013,219583.1146,1.499868045,21481.89087,345685.2552,,,21.47724819
418.0129744,,,133.5058683,147.9769313,150.7854169,148.7890161,139.4863822,,0.745691779,5.529257905,0.849430437,0.727035351,0.844160872,0.0,241.7391834,27.13333384,7.966666698,,27.94580245,1.314215854,19.56666629,221823.8164,1.465538199,21458.67204,345803.556,,,21.29873459
421.9899004,,,138.6981363,145.0069243,152.8928947,148.9059022,139.1535454,,0.831945449,0.066074759,0.929626224,0.828495535,0.906631437,0.0,250.9871724,27.46666654,7.800000032,,28.52939987,1.330787842,19.5,220888.1634,1.473074754,21415.47355,345407.5326,,,21.27269411
416.1787953,,,129.4160369,141.7296721,147.9172894,144.0840851,136.0153227,,0.720886834,0.074271933,0.847926793,0.730948031,0.837672974,0.0,240.4418666,27.70000013,7.76666673,,28.4330097,1.341342593,19.70000013,223683.25,1.489558448,21339.125,350853.612,,,21.43276517
418.7342735,,,128.8769773,138.8938901,149.74381,148.5475521,135.4204963,,0.773766662,0.732686983,0.911766656,0.784699763,0.891477024,0.0,222.6997217,27.10000038,7.5,,27.89902051,1.263917819,20.13333321,226383.5085,1.451876735,21385.10669,347413.7839,,,20.95683042
418.8641968,,,131.3933598,145.9145641,152.8326823,152.929149,137.5533409,,0.748411494,2.285404723,0.845945636,0.740869964,0.861876756,0.0,216.4704158,27.33333333,7.533333302,,28.09011197,1.303256378,19.10000038,223784.2396,1.479714225,21183.58691,347474.5755,,,20.87176633
423.7373107,,,122.1035268,134.2356091,137.9827229,142.9113859,119.6065385,,1.475312086,5.772470986,1.6417045,1.463243169,1.646492762,0.25,204.0474097,27.35000038,7.766666571,,26.47164655,0.944505782,20.0,181616.2734,1.084710657,16157.75728,263033.2534,,,19.94841719
419.6839768,,,130.9157731,149.2927062,149.9103603,152.9452197,139.5212313,,0.764837094,0.214111515,0.816237554,0.721725451,0.826079364,0.0,203.3271567,27.76666641,7.666666667,,28.03434157,1.289759258,18.73333295,225175.9434,1.464548041,21385.68465,347396.3112,,,20.0353744
408.5643182,,,137.445111,152.4087849,150.0613867,155.2416108,142.4458516,,0.787450294,0.716821899,0.840882684,0.733471893,0.859578659,0.0,239.4077098,27.69999949,7.966666698,,28.23060878,1.339838346,19.5,222634.1608,1.492853488,21165.30184,348132.5625,,,20.26242868
410.4472811,,,130.914498,145.2700675,145.1924801,147.7626928,138.5678247,,0.750089998,0.210858393,0.831809983,0.726386917,0.84213791,0.0,253.7160517,26.63333384,7.966666698,,28.36685244,1.322820619,19.79999987,225744.4544,1.489421313,21369.2181,352839.9388,,,20.24540989
420.4365781,,,127.5456006,142.1970857,139.9569976,146.4145727,132.7792638,,0.851438209,0.945776514,0.936045585,0.840312247,0.954483094,0.0,233.6644739,27.73333295,7.900000095,,28.20673362,1.292762448,20.66666667,227118.6361,1.462072084,21333.01807,345811.2747,,,20.33983095
411.6903941,,,128.7631849,138.4877116,140.9193592,143.8399264,130.9973593,,0.755697946,0.621170829,0.819781221,0.739809836,0.814706827,0.0,243.2513332,27.5,7.899999936,,28.2132868,1.304973965,19.20000013,222998.5378,1.463439822,21427.1062,328959.5859,,,21.01520006
416.2446978,,,129.8722919,138.3968213,143.0882788,142.9831406,131.5291109,,0.773700232,0.193590746,0.811034026,0.739786687,0.794892646,0.0,242.724151,27.56666692,8.166666667,,28.19903064,1.278663754,20.70000076,225326.5475,1.454461237,21378.38664,331318.0456,,,21.03338973
416.7523098,,,128.4234343,140.0390701,142.3834794,144.0397768,130.499649,,0.80269561,0.055513292,0.870738472,0.765123201,0.85440586,0.0,239.0310796,27.30000051,7.73333327,,28.25312424,1.319411079,19.60000038,225315.2956,1.482194558,21403.18604,334985.0313,,,21.01944105
418.0758582,,,122.7320239,136.7013404,135.8678096,137.2866923,126.1333389,,0.770775748,4.997617142,0.849315859,0.731166542,0.846145538,0.0,225.2377116,28.06666692,7.866666794,,28.32109197,1.272432854,20.20000013,225763.0339,1.464509264,21348.02026,332610.3503,,,21.14022438
422.8948368,,,120.4301078,131.932387,132.9069344,133.693759,122.9779774,,0.797904573,0.895426533,0.878037736,0.78564994,0.862731534,0.0,232.6716785,27.40000025,8.100000064,,28.13462146,1.29013598,19.93333308,226459.4603,1.477314249,21483.91024,335381.2734,,,21.08524958
419.3753992,,,122.2252728,135.2876536,138.3116223,140.8457467,126.9591573,,0.734959088,0.342150984,0.818557347,0.718856186,0.801411045,0.0,203.4294478,27.59999975,7.866666794,,28.3577892,1.311846639,19.23333295,222107.2292,1.461990168,21085.70158,335142.2148,,,21.57701023
424.0747968,,,116.2699709,129.2332255,128.5866922,130.6371514,118.6944853,,0.707106849,2.736401897,0.847681614,0.726661491,0.818669764,0.0,219.5993506,27.39999962,7.966666857,,28.72092477,1.223084082,19.79999924,220051.6146,1.433444048,20999.76294,333393.9297,,,21.53641661
427.734838,,,128.7019326,143.6172355,139.3835939,146.107015,132.9822114,,0.787152429,2.117276969,0.907700628,0.768018762,0.912820011,0.0,228.9817848,27.96666654,8.0,,28.41686821,1.222955445,20.43333308,224911.6211,1.428103005,21235.83854,338617.4349,,,21.27695123
428.7939661,,,149.6107871,163.3738505,164.515899,169.2426732,153.5920334,,0.810939901,3.926214943,0.88635887,0.791054477,0.883800978,0.0,252.4377085,28.03333346,8.099999905,,28.41103911,1.291304966,19.63333384,220415.8301,1.46405903,21393.03516,333264.7734,,,21.26834178
414.1256527,,,138.2410339,151.2469311,153.7375863,159.1162624,143.9396394,,0.812362753,3.187636113,0.909981944,0.785419444,0.888268719,0.0,230.5817057,27.86666679,8.166666667,,28.592827,1.282489315,19.43333371,219491.3893,1.458201384,21359.75521,326881.5807,,,21.57639742
416.0366391,,,143.2709627,150.1280683,151.0384137,156.0518227,143.1491607,,0.775175338,4.855558212,0.87569349,0.75920138,0.861202312,0.041666667,233.9575481,27.76666705,8.133333524,,28.80090785,1.303804403,19.09999975,220947.3307,1.471192996,21233.45284,331383.4473,,,21.55974452
418.8176122,,,131.3220854,139.8497572,140.0013707,148.251365,131.8576644,,0.831521186,8.388077887,0.938939052,0.815715325,0.9201359,0.0,231.4046167,28.06666692,8.099999905,,28.73389546,1.315962389,19.5,219788.1309,1.463813667,21443.82756,333116.8385,,,21.57275359
425.5811974,,,130.9026928,143.5332731,143.3325809,152.7381255,131.6617022,,0.797575804,5.02186599,0.977429822,0.799069141,0.946503314,0.0,239.2049255,27.59999975,8.066666921,,28.40319125,1.257719825,19.70000013,223233.9837,1.400720909,21498.70557,335062.319,,,20.37730344
427.5528992,,,138.1520583,151.1240978,149.1648731,155.0008615,138.6347669,,0.743701386,3.149945721,0.89649525,0.754215676,0.875719562,0.0,233.3969777,27.76666641,8.033333619,,27.95012943,1.286556706,19.26666641,223297.4401,1.460228026,21462.45142,338684.3242,,,19.90994835
416.2144003,,,141.0592833,154.3254655,158.044426,163.1623967,145.3220253,,0.739400749,5.882798185,0.879161629,0.761526731,0.856844333,0.0,218.684562,27.5,8.233333111,,27.30429363,1.351278936,19.40000025,221477.2031,1.494079858,21359.34058,332101.9232,,,19.81347624
415.4679094,,,139.6047824,153.8675677,155.1978391,159.1449502,142.8534991,,0.734596136,0.641482847,0.828846512,0.709165422,0.818345991,0.0,226.0245711,27.13333321,7.833333492,,26.68163983,1.321767842,19.59999975,225439.2064,1.462894941,20977.21558,335321.763,,,20.06448804
