Количество чугуна (т),Удельный расход кокса (кг/т),Расход холодного дутья (м³/ч),t горячего дутья (°С),Расход природного газа (м³/ч),t природного газа (°С),Содержание кислорода в дутье (%),Расход пара на увлажнение (т/ч),Перепад давлений общий (ат),t чугуна на выпуске (лётка 1) (°С),t чугуна на выпуске (лётка 2) (°С),Давление колошникового газа (ат),Перепад давлений нижний (ат),Перепад давлений верхний (ат),Выход колошникового газа (м³/ч),Положение клапана малый снорт (%),t колошникового газа 1 (°С),t колошникового газа 2 (°С),t колошникового газа 3 (°С),t колошникового газа 4 (°С),t колошникового газа в пылеуловителе (°С),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м),CO в колошниковом газе (%),CO₂ в колошниковом газе (%),H₂ в колошниковом газе (%),t периферийных газов 1 (°С),t периферийных газов 2 (°С),t периферийных газов 3 (°С),t периферийных газов 4 (°С),t периферийных газов 5 (°С),t периферийных газов 6 (°С),Уровень засыпи (север) (м),Уровень засыпи (юг) (м),N₂ в колошниковом газе (%),Шлак,Чугун.Cr,Чугун.Mn,Чугун.P,Чугун.S,Чугун.Si,Чугун.Ti,Чугун.V,Чугун.C,Шлак.Al₂O₃,Шлак.CaO,Шлак.FeO,Шлак.Ko,Шлак.MgO,Шлак.MnO,Шлак.NaO,Шлак.S,Шлак.SiO₂,Шлак.TiO₂,Бар М10,Бар М25,Влага,Зола,Кокс +80 мм,Кокс -25 мм,Кокс 40-25 мм,Кокс 60-40 мм,Кокс 80-60 мм,Летучие,Сера К,Углерод,CRI,CSR,Fe,FeO,S,SiO₂,CaO,MgO,Al₂O₃,TiO₂,Osn,P,Zn,Cr,MnO,O₂ в горячем дутье,Доля агломерата,Колошниковый газ (CO₂),Колошниковый газ (CO),Колошниковый газ (H₂)
5149.17,417.5342719,223711.4922,1125.139023,21998.58089,10.9500944,27.80201022,0.508355541,1.44808797,1413.892935,1492.147977,1.318728427,1.386979153,0.061162616,333646.4219,0.618531362,155.230505,154.0523326,154.4371173,148.3854885,147.1505756,0.725754569,0.810113825,25.1303788,21.00885995,7.163043678,474.34729,550.368632,364.8395729,277.1023572,267.0251516,414.3382746,0.797661225,0.74616267,45.90178903,1418.174995,0.033,0.275521432,0.0594375,0.017714286,1.982636354,0.064214286,0.087199999,4.800000191,10.4016668,36.82833227,0.221833331,1.046999981,8.694999854,0.307166668,1.086500019,0.681333333,38.1666673,0.836999993,9.324999809,86.54999924,3.574999928,12.4749999,33.5,1.299999952,3.349999964,21.125,40.72500038,1.324999958,0.529999971,82.80000305,32.40000153,49.70000076,55.15275729,11.02639709,0.050924633,7.017334569,10.57023901,2.000716914,1.81419118,0.290294119,1.506608444,0.026873162,0.037413603,0.030588235,0.310698535,27.13333321,0.717,19.66666667,24.76666641,7.899999936
5241.293,404.8678902,224963.2461,1125.31132,21937.73006,11.94860013,27.67393629,1.310150889,1.470857069,1417.651864,1502.381154,1.310227787,1.421828697,0.049408564,340961.7565,0.586728873,152.4194571,155.4587199,152.1674887,146.3952586,147.4387919,0.733339466,0.82505093,25.12810373,20.94152617,7.162289461,547.1084747,664.688942,432.6672821,341.1700732,336.1858139,432.3370387,0.806507436,0.736998548,45.96028105,1547.099995,0.0374,0.292818183,0.058076924,0.015538462,0.69992308,0.061153846,0.105599999,4.639999866,11.62666639,36.24666723,0.237799996,0.932833334,9.128333251,0.295400003,1.089199996,0.660000006,39.04833349,0.973500003,9.299999714,86.52499962,3.774999976,12.55000019,36.47500038,1.450000018,3.574999988,20.87500048,37.625,1.299999952,0.600000024,83.25,32.20000076,50.0,55.21619043,10.97552376,0.051311905,6.97733335,10.43502375,2.082904768,1.79683333,0.287476189,1.496090487,0.026892858,0.038230952,0.03492381,0.321642861,27.10000038,0.733,20.40000025,24.19999949,8.166666667
5204.683,401.6973833,224184.9512,1124.481166,21888.32853,10.66961579,27.5736932,0.983371728,1.46831354,1417.651864,1496.070287,1.303259378,1.415851672,0.050997723,340996.5456,2.824427678,148.2040008,147.033981,148.6849626,143.8537003,141.2715572,0.714576267,0.786477419,24.84023507,20.9199938,7.305331111,411.13156,613.3494008,363.9346339,301.6580302,353.8951797,419.5616099,0.786857945,0.6943898,46.12210147,1547.099995,0.039307692,0.299800001,0.057923077,0.0181875,1.232071425,0.068785714,0.098461539,4.710000038,10.55333344,37.36166573,0.221833331,1.046999981,8.861666679,0.340666667,1.086500019,0.68933333,38.35166677,0.973500003,9.325000048,86.44999886,4.00000006,12.70000005,34.90000057,1.37499997,3.474999964,21.82499981,38.42500114,1.274999976,0.540000021,83.30999756,32.20000076,50.0,55.19548561,11.13385416,0.04965625,7.02340282,10.42361114,2.025520832,1.864409725,0.264444446,1.484430541,0.027687501,0.037559028,0.033440972,0.319548611,27.30000051,0.743,20.46666654,24.09999975,7.53333346
4530.224,402.4678928,201339.3818,1120.69546,18908.213,12.73018217,26.68319511,0.292688441,1.295884269,1404.017648,1469.395025,1.162416214,1.22346586,0.065561342,295401.8783,14.46006882,150.6754704,150.1463159,154.6316783,149.4315128,144.4084304,0.840617416,0.935967647,23.92323804,20.9171056,7.253534625,407.7822838,601.1572749,392.1400375,320.9098638,342.1108704,467.569622,0.88840208,0.828205027,47.11990484,1633.04998,0.0374,0.285733336,0.078909092,0.0197,0.665642858,0.066076923,0.098461539,4.639999866,11.19166676,37.18799973,0.237333332,1.065800011,8.861666679,0.242000006,0.999166667,0.716499984,39.04833349,0.973500003,9.233332952,86.69999949,3.966666619,13.03333346,34.69999949,1.299999952,3.299999952,20.96666654,39.73333359,1.333333294,0.550000012,83.19000244,32.20000076,49.90000153,55.33538476,10.92876918,0.048471795,6.878282053,10.41556406,2.016410224,1.829205117,0.26871795,1.515302542,0.026856411,0.036630769,0.032005128,0.312051284,27.23333359,0.744,20.16666603,24.0333341,8.333333333
5105.528,406.1326221,223573.224,1123.702779,21865.41675,12.63203975,27.71926403,0.288550672,1.465378488,1417.651864,1477.767858,1.262258559,1.354913781,0.098518519,336070.0208,0.734772973,166.938741,157.79098,163.3093573,161.1391519,157.9414921,0.704838191,0.789141424,24.77727413,21.34531585,7.574817717,480.9678981,557.7196757,406.7499886,310.7906138,329.4687767,484.1503627,0.747687673,0.686924013,45.54795965,1661.699997,0.038153846,0.285733336,0.059066667,0.0194,1.982636354,0.0690625,0.094933333,4.710000038,10.86999989,38.22500102,0.229166667,1.046999981,9.128333251,0.305166662,1.105333328,0.727499992,37.986667,1.02033334,9.299999873,86.66666667,4.475000024,13.20000005,39.76666641,1.333333294,2.933333317,18.53333282,37.43333435,1.324999958,0.550000012,83.79000092,32.5,49.5,55.19595601,11.53115805,0.048011029,7.064558792,10.43170956,2.002150715,1.906378672,0.277095589,1.477299637,0.027340074,0.03685478,0.030253676,0.307334563,26.93333308,0.743,20.0,23.83333333,8.900000254
5124.895,402.1007217,223452.7214,1126.363017,21906.78304,11.73252269,27.62024816,1.174759023,1.514062802,1417.651864,1517.435918,1.280925825,1.422145968,0.085056208,345101.6576,1.544461946,169.863999,168.4363187,168.8794886,165.5041917,164.4838238,0.708079686,0.791705211,24.61280266,21.51783005,7.666529556,459.2482084,635.6923574,453.2862193,339.1729584,335.1054522,471.165062,0.767412702,0.688479349,45.4627711,1661.699997,0.030535714,0.293142857,0.058076924,0.0181875,0.639923082,0.065466666,0.094933333,4.900000095,10.86999989,36.50833384,0.272999999,1.065800011,9.24333334,0.295400003,0.882499993,0.7045,37.986667,0.973500003,9.366666476,86.73333486,3.725000024,12.95000005,42.93333308,1.299999992,3.133333365,15.60000006,37.03333282,1.299999952,0.540000021,83.09999847,32.40000153,49.70000076,55.11931832,11.22688626,0.052727273,7.089977288,10.46249997,1.993636344,1.866840912,0.276022725,1.476388645,0.027243182,0.037209091,0.030134091,0.310840912,27.29999987,0.744,19.93333308,23.29999987,9.433333715
4439.931,413.1109468,198671.1148,1126.26918,18973.93428,9.271416187,27.0822831,0.649296572,1.332175938,1417.651864,1503.389327,1.14992934,1.229852426,0.100337962,298576.8329,20.08432309,171.155927,169.135835,171.6011241,165.7518508,161.181825,0.967021354,1.058599529,24.88738831,20.99906754,8.040292442,427.4411964,633.3190791,459.6106847,336.6601054,311.4402657,464.5640488,1.042091543,0.94020318,45.24793927,859.4999952,0.038153846,0.292818183,0.0594375,0.017636364,1.232071425,0.062615385,0.088272727,4.480000019,11.19166676,36.82833227,0.229166667,0.945166667,9.24333334,0.340666667,0.999166667,0.716499984,38.60833359,0.836999993,9.374999762,86.59999847,3.524999976,12.95000005,39.84999943,1.299999952,2.975000024,15.625,40.25,1.299999952,0.5,83.09999847,32.40000153,49.59999847,54.87979158,11.7111249,0.058210417,7.185375053,10.82558323,2.152666686,1.936791673,0.276166666,1.506929172,0.027779167,0.0368375,0.03131875,0.319104167,27.33333333,0.743,19.43333308,24.73333359,7.799999873
5186.562,407.9386945,219084.8275,1119.857549,21713.71842,5.930987875,27.87336755,0.632185344,1.52413483,1410.358078,1471.766182,1.291136344,1.418532401,0.106774305,334209.7448,1.943854481,161.7740402,155.9022147,156.689731,156.7723312,153.3543669,0.741300573,0.780682807,24.50621502,20.45761704,8.684288462,456.1744588,646.6786982,431.4543508,296.5838464,312.5083491,461.1856511,0.769296236,0.736253865,45.29640818,1633.04998,0.039785715,0.297250004,0.057923077,0.016153846,0.665642858,0.107363637,0.0918125,4.800000191,10.55333344,36.55333328,0.237333332,1.125166674,9.128333251,0.290833334,1.185833315,0.684500009,39.81166649,0.844999999,9.424999952,86.57499886,3.425000012,13.04999995,35.77499962,1.299999952,3.424999952,18.8499999,40.65000057,1.299999952,0.519999981,83.0,32.5,49.5,55.21627442,11.71474506,0.048492158,6.953745029,10.41766667,2.029235259,1.890137252,0.279882359,1.498956862,0.027296079,0.034305883,0.02897451,0.322843138,26.66666667,0.745,19.66666667,24.43333371,7.433333238
5125.704,413.5098129,221046.4811,1124.494537,21884.34684,6.812817136,27.98362033,0.282233881,1.502951001,1402.525421,1429.252563,1.27853709,1.414990505,0.088231085,338404.6667,0.904107004,164.9876868,158.5078144,157.2325223,158.9571241,152.6510188,0.744947563,0.777803702,24.59054534,20.70666138,8.761078318,412.3677979,529.466287,328.073499,252.3029486,273.5160891,403.1117338,0.789518761,0.747668125,44.88813798,1532.775002,0.039307692,0.275521432,0.0575,0.015538462,0.665642858,0.066076923,0.088538462,4.900000095,10.4016668,38.22500102,0.220333333,0.932833334,8.861666679,0.253833331,1.185833315,0.7045,38.60833359,0.750500008,9.399999857,86.64999771,3.724999964,12.9749999,34.29999924,1.299999952,3.349999964,20.67499971,40.37499905,1.299999952,0.550000012,83.04000092,32.40000153,49.59999847,55.27999967,11.68866682,0.050433334,6.778333346,10.37133338,1.973333331,1.904999999,0.271000001,1.530533342,0.026600001,0.0335,0.028766667,0.316666666,27.03333282,0.704,19.70000013,23.59999975,9.433333397
5016.821,420.948229,219835.097,1124.257996,21956.53841,6.952780584,28.0237414,0.278370337,1.507088527,1415.496663,1494.001953,1.302161112,1.438494225,0.069385995,342209.0117,1.513121652,174.0794188,175.0392984,175.5901731,173.8024775,168.8841343,0.732280379,0.816504737,24.47556925,20.24815575,9.029822151,471.6271909,618.5540059,452.4460805,332.8099747,351.1076978,487.6594976,0.787546411,0.751679795,45.17196401,1590.074989,0.0391875,0.293142857,0.0575,0.017636364,1.982636354,0.061153846,0.087199999,4.710000038,10.86999989,37.36166573,0.236833336,0.961499999,8.417500257,0.285666664,0.882499993,0.7045,38.25333277,0.844999999,9.249999762,86.70000076,3.524999976,13.0,36.10000038,1.37499997,3.274999976,19.17500019,40.07499981,1.299999952,0.540000021,82.84999847,32.29999924,49.90000153,55.61470582,11.86000002,0.048617648,6.73705878,10.16000004,2.039117648,1.865294109,0.261470586,1.508558817,0.027147059,0.035852941,0.029382353,0.32558824,27.40000025,0.677,19.76666641,24.43333308,8.633333524
5069.267,401.2493165,217741.6302,1119.399139,21965.88509,6.279254148,28.15602954,0.948469644,1.517958328,1419.007965,1488.730412,1.300590053,1.372038782,0.147103009,343720.651,2.796683124,169.4306456,178.4065755,171.2607873,163.7567647,166.2052364,0.745119902,0.844072968,24.5520947,20.52264818,9.198159854,447.7151744,680.5110906,595.2351049,368.2280312,390.6441917,518.5038033,0.830636166,0.728550221,44.67838208,1418.174995,0.0374,0.30914286,0.078909092,0.014857143,0.646333333,0.066076923,0.105599999,4.579999924,10.96999979,38.22500102,0.236833336,1.004500002,8.873999977,0.307166668,0.999166667,0.684500009,39.61750031,0.871000004,9.374999762,86.75,3.449999988,13.04999995,34.14999914,1.299999952,3.399999976,20.49999952,40.64999962,1.299999952,0.550000012,82.91000366,32.40000153,49.59999847,55.61089737,11.46615382,0.045683761,6.65010685,10.05858976,2.007692287,1.869594016,0.275128209,1.512636747,0.027431625,0.033042735,0.030570513,0.327393166,26.96666718,0.709,20.03333346,24.5,8.033333302
5156.476,401.0917332,217370.5781,1123.989354,21953.34766,4.401526173,28.18117118,0.196425228,1.512718916,1420.778798,1471.766182,1.287883997,1.357507,0.156459897,338174.3542,3.213001585,147.8321444,150.4618626,148.4488354,141.8309097,142.5356134,0.764750354,0.824347191,24.47029328,20.17803272,8.817326427,369.3972778,660.3435338,422.8532028,305.8007393,364.4891332,438.7766558,0.817054473,0.742259867,45.4620498,1532.775002,0.039785715,0.30914286,0.058076924,0.017714286,0.69992308,0.062615385,0.087199999,4.639999866,10.79399986,37.67000008,0.236833336,0.708749995,8.575000127,0.32016667,1.054499994,0.676666657,39.81166649,0.801666657,9.149999857,87.19999886,3.824999988,12.92499995,34.82500076,1.299999982,3.399999976,19.30000019,41.17500019,1.299999952,0.550000012,82.93000031,32.20000076,50.09999847,54.99090873,11.22390903,0.05420303,6.713909162,10.7699393,2.083484825,1.848151505,0.27866667,1.604275757,0.027754546,0.037315151,0.031487879,0.329393942,27.70000013,0.755,19.23333359,24.96666654,8.166666508
5246.129,404.1704556,220388.4427,1123.033473,22087.05876,4.304522127,28.29200546,0.000287693,1.467457046,1411.243393,1488.730412,1.292412455,1.260388508,0.206703696,342343.2109,3.237549103,139.8491217,145.8404023,143.2239704,135.4575593,133.2722155,0.838781255,0.898054222,24.98463726,19.92041246,8.672821522,318.1713804,559.721995,322.9614156,235.6192163,281.4617716,333.243426,0.911675322,0.83741268,45.31664197,1633.04998,0.030535714,0.297250004,0.058076924,0.0194,0.68407143,0.082164287,0.088272727,4.800000191,10.96999979,36.50833384,0.229166667,0.708749995,9.24333334,0.242000006,1.098166664,0.676666657,38.25333277,0.844999999,9.0,87.32500076,3.599999964,12.7249999,32.99999952,1.324999988,3.300000012,21.10000038,41.27499962,1.299999952,0.560000002,83.40000153,32.0,50.40000153,55.272899,10.88550407,0.050313025,6.719600803,10.67703777,2.041638655,1.788907567,0.287310924,1.589369745,0.026817227,0.036172269,0.028779412,0.316407567,27.8333327,0.709,19.76666705,24.33333333,8.0
5148.668,428.7292249,224333.8288,1125.279032,21997.31087,4.156909585,27.98275312,0.000283898,1.457816541,1390.73082,1494.001953,1.294825693,1.23511981,0.223057289,342573.9909,0.227523147,134.9555031,138.3838895,139.4300334,127.6836751,128.0408573,0.713801444,0.794334372,24.82848986,19.87582692,8.622378031,301.9426619,470.9479205,281.7348239,190.4134223,251.8249766,339.9753469,0.800638941,0.728707977,45.5904274,1418.174995,0.039785715,0.285733336,0.068800001,0.017714286,0.744615385,0.066076923,0.094933333,4.579999924,10.96999979,37.67000008,0.272999999,1.065800011,9.24333334,0.285666664,1.105333328,0.716499984,39.81166649,0.844000002,9.299999714,86.75,3.75,12.97500014,32.69999981,1.299999982,3.399999976,21.6500001,40.94999981,1.299999952,0.540000021,83.16000366,32.29999924,49.79999924,55.04460784,11.3023365,0.052215686,6.775571856,10.68147065,2.047810443,1.842843144,0.275915032,1.57681209,0.027459151,0.038408496,0.030214053,0.324591508,28.10000038,0.739,19.6666673,24.13333384,8.03333346
3520.974,427.6023899,172519.1492,1077.705261,15012.23656,5.420282543,26.18266988,0.000596115,1.083879046,1377.223172,1486.530129,0.92774051,0.935395262,0.148740162,244585.4389,8.814307019,148.9090335,153.3398167,150.1616542,142.959568,137.5381718,1.297433262,1.402492575,23.6361715,19.85723937,7.003695438,377.4326604,444.9159749,324.351771,229.5033919,284.5441717,363.2470843,1.352248723,1.32789467,48.40571324,1547.099998,0.039307692,0.275521432,0.0594375,0.017636364,1.232071425,0.064214286,0.0918125,4.900000095,11.19166676,36.55333328,0.236833336,0.945166667,9.24333334,0.307166668,1.086500019,0.713833342,38.86800003,1.02033334,9.25,86.60000038,3.700000048,13.1500001,35.54999924,1.299999952,3.324999988,20.37500048,39.44999981,1.299999952,0.529999971,83.12000275,32.29999924,49.79999924,55.183823,10.84597422,0.053768382,6.735018396,10.66329038,2.008933779,1.899007345,0.280588234,1.583503694,0.027455883,0.033637868,0.028391545,0.315955885,27.05000019,0.779,19.10000038,24.89999962,8.099999905
5120.618,410.0359191,218340.1725,1125.521444,21477.7487,3.323866179,28.26864179,0.001590254,1.511338919,1408.065704,1488.730412,1.285211205,1.346890966,0.165474417,332567.8529,10.47350276,155.7288138,150.5703278,153.4780954,150.8972664,146.8825817,0.873299738,0.918944277,24.67876498,19.872154,8.884546757,400.7678617,493.2043533,320.6925125,265.3100688,345.8749237,384.3418554,0.949720296,0.830819522,45.48442078,1547.099995,0.0391875,0.285076925,0.061428572,0.016153846,0.68407143,0.062615385,0.087199999,4.75,11.62666639,37.18799973,0.261833337,0.708749995,9.128333251,0.290833334,1.098166664,0.7045,39.04833349,1.02033334,9.225000143,86.67499924,3.525000036,13.1500001,34.0,1.299999952,3.149999976,20.69999981,40.85000038,1.299999952,0.540000021,83.26000214,32.29999924,49.90000153,54.91333361,10.60097904,0.05638125,6.780062468,10.88610409,2.057062472,1.906624992,0.274895837,1.605925,0.02788125,0.037170833,0.028808334,0.318395834,28.03333346,0.771,19.03333282,24.83333333,7.566666603
5156.267,418.5764255,221666.7305,1124.5637,21998.9882,5.434235719,28.15515725,0.000541944,1.477959211,1406.111395,1480.455306,1.292181939,1.279548615,0.198995659,341692.6484,1.138974716,149.1482671,143.2058678,143.9454088,140.3777227,138.1020393,0.809546034,0.85210827,24.41192245,20.51913333,8.878583272,400.0853831,438.3080215,281.6224225,211.8744284,283.321668,368.1971792,0.889777884,0.759028939,45.11059475,1590.074989,0.030535714,0.285733336,0.078909092,0.016153846,1.982636354,0.061153846,0.088272727,4.78000021,10.4016668,37.09999975,0.236833336,1.004500002,9.24333334,0.305166662,1.105333328,0.716499984,39.81166649,0.973500003,9.149999857,86.75,3.199999988,13.17499995,36.875,1.299999952,3.399999976,19.19999981,39.22499943,1.324999958,0.529999971,83.37999725,32.29999924,49.79999924,55.07706786,10.443233,0.052774437,6.664548912,10.62436091,1.975338349,1.88857143,0.272180448,1.594793249,0.026849625,0.033281956,0.027060151,0.30759399,27.26666705,0.756,19.63333321,24.06666692,7.633333524
5255.096,406.6137014,222668.6999,1122.009008,21561.98063,7.141403159,28.03283453,0.000991655,1.498717596,1397.128011,1480.198706,1.2964378,1.341083338,0.157721063,344654.9935,2.239897228,144.5528272,140.8266913,144.3315509,138.001023,135.4102268,0.762672971,0.813034835,24.47344335,20.19553638,8.73518312,396.7502823,449.1879222,325.2058576,256.7108688,277.4572309,384.4726702,0.862653693,0.73148755,45.51405509,1590.074989,0.032066666,0.297250004,0.066528572,0.017466667,0.69992308,0.107363637,0.094933333,4.75,10.55333344,37.67000008,0.237333332,0.708749995,8.575000127,0.290833334,1.185833315,0.68933333,39.61750031,0.750500008,9.25,86.77499962,3.724999905,13.10000014,38.10000038,1.37499997,3.12499994,18.07500029,39.32499981,1.299999952,0.540000021,83.08000183,32.29999924,49.79999924,55.07285707,10.93485701,0.050464286,6.773214303,10.81257148,2.029428563,1.822928564,0.282357145,1.596478561,0.027278572,0.0349,0.028921429,0.321928573,27.39999962,0.755,19.96666654,23.0,7.400000095
5206.806,412.067696,225874.4232,1121.450826,21896.99756,9.346062203,27.76084328,0.000281663,1.452238401,1410.740432,1429.706805,1.305273771,1.316831832,0.135853322,349940.5729,0.543378763,161.0509281,150.3982296,152.4059747,150.5349572,148.6197999,0.749063673,0.788203319,24.1579473,20.34513736,8.624887665,423.3522275,419.9337196,296.3324483,214.4012794,308.1406212,397.4762472,0.823300692,0.715618191,45.72738616,1547.099998,0.032066666,0.297250004,0.057923077,0.0197,0.69992308,0.065466666,0.087199999,4.800000191,10.86166668,36.24666723,0.237333332,0.961499999,8.873999977,0.242000006,1.089199996,0.676666657,39.61750031,0.801666657,9.299999952,86.59999847,3.725000024,13.10000014,35.39999962,1.299999952,3.37499994,18.92500019,40.99999905,1.299999952,0.569999993,82.83999634,32.40000153,49.70000076,55.12666639,11.09733321,0.0516,6.739000003,10.78800001,2.017999979,1.87766666,0.271999999,1.60126667,0.026333334,0.034500001,0.027233334,0.304000002,27.43333308,0.754,20.59999975,24.13333321,7.23333327
4960.903,418.6413447,222873.8079,1117.786728,21273.14848,6.563651482,27.72778757,0.000281141,1.462680548,1398.163696,1428.41688,1.284732193,1.334941544,0.128508101,342167.026,4.38674865,166.2682769,163.3544477,160.7352295,158.9146341,151.7387419,1.06446822,1.079641591,24.28888305,20.0058682,8.446749409,417.1065814,439.3254712,331.9801331,240.1690763,351.5608139,379.2738368,1.13224607,1.005204519,46.02327935,1547.099998,0.033,0.297692306,0.078909092,0.019923077,0.646333333,0.083866667,0.092785714,4.730000019,11.19166676,37.09999975,0.220333333,0.932833334,9.24333334,0.242000006,1.185833315,0.684500009,38.60833359,0.844999999,9.366666794,86.95666758,3.949999988,12.92500019,39.90000025,1.666666667,3.066666683,16.96666686,38.39999898,1.299999952,0.50999999,83.41000366,32.40000153,49.70000076,55.17022066,10.69275716,0.053389706,6.727922849,10.72363967,1.971213241,1.862187504,0.297371327,1.594261036,0.026205883,0.036707721,0.027264706,0.307665442,27.56666692,0.759,19.36666679,23.76666641,7.066666762
4673.325,420.928115,211954.4004,1123.712468,17009.57184,8.28077662,26.08719897,0.00028021,1.286060775,1405.734009,1429.361525,1.153945832,1.170461804,0.115576969,305460.6947,15.34535836,152.7922656,154.9257882,151.7895991,146.3792477,149.9199416,2.186273965,2.304836797,24.70419105,18.88591758,6.668577095,322.0901724,335.1298167,263.3711783,205.2717005,280.8378239,300.2444744,2.328910535,2.120162718,48.36587493,1518.450001,0.039785715,0.30914286,0.068800001,0.0194,0.69992308,0.062615385,0.096076923,4.579999924,10.55333344,36.50833384,0.237799996,1.004500002,9.051666578,0.305166662,0.882499993,0.681333333,38.60833359,0.844999999,9.200000048,86.92500114,3.75,12.92499971,44.30000019,1.299999952,2.824999988,15.85000014,35.72499943,1.299999952,0.479999989,83.83999634,32.20000076,50.0,55.17058821,11.02823518,0.051058824,6.778529335,10.72970584,1.971764694,1.866470589,0.303589748,1.583617638,0.026352942,0.032588236,0.028029412,0.311764705,26.75,0.757,19.60000038,24.14999962,7.25
5175.994,414.2974642,225874.6087,1123.655594,21419.67448,9.690794011,27.60034029,0.000369048,1.444095348,1415.778648,1428.725431,1.304363862,1.223986283,0.220597466,344365.8203,2.576020117,144.7690271,145.7431237,140.812149,129.6008151,134.6899926,0.798867069,0.884657763,25.07952754,19.87071657,8.077299138,406.9510117,386.7790031,284.6153285,196.920344,246.8888423,354.8378627,0.90353888,0.795812336,45.65037711,1547.099998,0.039307692,0.297692306,0.061428572,0.015538462,0.646333333,0.107363637,0.088272727,4.78000021,10.4016668,37.67000008,0.236833336,0.961499999,8.861666679,0.253833331,0.999166667,0.713833342,38.35166677,1.02033334,9.525000095,86.82500076,4.475000024,13.0250001,44.19999981,1.700000018,2.649999917,15.70000005,35.74999905,1.274999976,0.49000001,83.77999878,32.5,49.5,54.82549035,11.09546562,0.052196078,6.873602909,11.14210789,1.944019605,1.759142146,0.318733555,1.621161769,0.026811275,0.034188726,0.026264706,0.309093142,27.13333384,0.759,19.70000013,24.73333295,7.466666698
5251.472,415.8081254,227538.2865,1126.664673,21596.39494,10.36328493,27.52681851,0.000283461,1.437377309,1408.49823,1427.534932,1.288238078,1.200489586,0.237224534,344597.2734,2.328064875,138.3062836,137.1445796,134.5235659,124.2697185,128.02876,0.769207522,0.844037878,25.34365551,19.4828066,7.965078056,397.6238263,381.715093,254.4012318,178.9765612,215.4286633,343.8389384,0.844456588,0.776210991,45.86405961,1547.099998,0.0374,0.299800001,0.078909092,0.0197,0.639923082,0.062615385,0.0918125,4.639999866,11.62666639,37.36166573,0.261833337,0.945166667,8.866666635,0.305166662,1.054499994,0.660000006,38.35166677,0.977500002,9.299999952,87.14999962,4.024999976,12.82500029,39.34999943,1.299999952,3.224999964,18.54999971,37.57500076,1.299999952,0.469999999,83.27999878,32.29999924,49.79999924,54.58888891,10.68920624,0.051047619,7.040634935,11.33480155,1.958849196,1.732023826,0.330317462,1.609972225,0.026361112,0.03345635,0.027361111,0.3109127,26.90000025,0.757,19.96666654,24.56666692,7.900000254
5053.603,423.6416881,226277.4355,1126.023554,21851.86418,5.632474596,27.67370152,0.000284005,1.461081028,1389.616717,1433.630273,1.282463943,1.273121516,0.188292826,346611.1693,0.726697859,147.6493171,144.8380823,141.9805266,131.9840438,135.3950574,0.735319552,0.792011338,25.27672362,19.95777543,7.481045922,402.9300677,355.5529226,263.8967539,182.4525115,206.8683745,342.0983493,0.806567768,0.724195888,46.31559308,1532.775002,0.039307692,0.297692306,0.058076924,0.015538462,0.665642858,0.064214286,0.100785713,4.730000019,10.4016668,37.36166573,0.261833337,1.058500002,8.575000127,0.253833331,1.089199996,0.7045,37.986667,0.977500002,9.450000048,87.10000038,3.800000012,12.625,39.90000057,1.474999994,2.849999964,16.6500001,39.125,1.274999976,0.479999989,83.56999969,32.40000153,49.79999924,54.59736825,10.73812486,0.050740131,7.027812517,11.3418092,2.018338796,1.749161183,0.318733555,1.61400493,0.02684704,0.032995066,0.028427632,0.322450661,27.13333321,0.758,18.89999962,24.23333295,7.73333327
5237.261,410.3805491,223992.3105,1123.978271,21757.77083,3.778145234,27.89969802,0.000287757,1.487943828,1406.349583,1432.813176,1.296918069,1.317825149,0.170416275,345277.0833,3.204992031,150.7473694,149.574728,149.0340226,136.870498,138.0192458,0.753201105,0.821750328,24.80442794,20.79478765,6.620516797,423.5902112,406.7540385,324.9642296,279.4913756,240.7703762,375.4663289,0.835043892,0.738628348,47.17929777,1532.775002,0.033,0.295230765,0.061428572,0.017466667,0.744615385,0.062615385,0.096076923,4.710000038,10.86999989,37.36166573,0.237333332,1.125166674,9.051666578,0.340666667,1.098166664,0.660000006,38.60833359,0.973500003,9.274999857,87.07499886,3.5,12.79999995,36.37500095,1.299999952,3.475000024,18.85000038,40.00000095,1.25,0.560000002,83.58000183,32.20000076,50.09999847,54.83142893,10.74428567,0.053228572,6.887523824,11.05823799,1.959380941,1.750619035,0.326380956,1.605914294,0.026004762,0.029766666,0.027057143,0.316952382,27.16666667,0.756,19.10000038,24.79999987,7.833333333
