Количество чугуна (т),Перепад давлений общий (ат),Перепад давлений нижний (ат),Расход природного газа (м³/ч),Расход холодного дутья (м³/ч),Выход колошникового газа (м³/ч),Колошниковый газ (H₂),O₂ в горячем дутье,t колошникового газа 2 (°С),t колошникового газа 1 (°С),Уровень засыпи (север) (м),t периферийных газов 5 (°С),t колошникового газа 4 (°С),t колошникового газа 3 (°С),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м)
5546.265,1.485222618,1.316352884,19914.62964,242393.9557,348906.9036,7.033333302,26.73333295,153.8948002,149.6950429,1.129247571,326.1178932,138.1946055,158.9224237,0.992427225,1.187714919
5341.582,1.515188873,1.396368687,19602.5769,241712.0469,348106.0026,7.333333333,26.49999936,146.4333744,154.0298074,0.927787463,347.7812513,135.471419,158.6591899,0.815171729,1.183469447
5340.04,1.464282711,1.305279464,19619.74748,238324.3262,345808.7656,7.066666603,27.23333295,147.8084059,154.504179,0.956128125,328.3180326,138.3151995,155.8862743,0.858191865,0.93554315
5325.872,1.472899581,1.302133635,19797.81242,238265.5697,345339.1367,7.800000032,26.83333333,146.3567111,149.7543977,0.969035409,298.9665941,133.2394428,147.3835042,0.84696129,1.060369348
5331.173,1.481436243,1.363107701,19746.36686,235609.2324,345835.7565,7.833333333,27.36666679,135.85766,155.8105253,0.90778626,248.6326777,140.9302336,141.9105066,0.880742888,0.961386787
5271.508,1.459275867,1.378169547,19767.08073,239922.6777,350123.8385,7.766666571,26.90000025,135.9725275,149.8725446,0.950316971,240.1254279,140.4543626,141.5646544,0.96182809,0.936056785
5274.01,1.466897666,1.383917123,19911.19027,242097.3379,354144.3711,7.700000127,27.09999975,139.1845541,159.7904059,0.872364243,245.4133555,148.8827384,150.7555984,0.866426649,0.831154133
5148.474,1.481821547,1.389399126,19611.98169,237900.7038,346856.8438,7.633333365,27.26666705,151.2888546,164.8912322,0.863682841,250.5676613,152.1598199,167.1518065,0.831107485,0.829916875
5335.826,1.494408151,1.417985618,19936.12069,240648.6751,347670.9909,7.533333302,26.46666718,144.4744361,149.2092495,0.89873557,307.2813644,138.0278654,158.6751506,0.788411518,0.903483043
5389.776,1.474276816,1.381133144,19655.36336,238674.1842,347055.8229,7.466666698,27.40000025,137.4353313,143.5492373,0.950162493,266.247757,130.7597043,143.3072033,0.833168581,0.950332485
5433.743,1.445707858,1.329571878,19815.24829,237882.5905,347150.0664,7.433333397,26.83333333,144.7277444,153.2999058,0.884142195,261.9870923,133.4128682,146.8282019,0.753099394,0.850187004
5311.202,1.47772041,1.37349236,19833.90177,240989.9876,351096.1966,7.633333365,26.46666654,144.5485249,156.6726011,0.885289351,252.2755725,145.1829535,155.1775958,0.826248626,0.868655277
5316.898,1.501894057,1.411260987,19644.56746,237987.7201,348081.6042,7.499999841,26.76666641,148.0088787,157.7576027,0.882445653,259.5849673,147.891812,160.9156437,0.857345064,0.868584864
5338.929,1.467046127,1.396442274,19666.89941,237789.1777,345279.4974,7.533333143,27.03333282,147.4703795,159.7417393,0.969078593,245.5884495,152.7704391,159.4483414,0.938379203,0.929854266
5384.527,1.475465834,1.39167197,19899.23576,239774.9915,349392.3255,7.73333327,26.96666654,158.1296787,159.6329559,1.198163368,291.277462,156.2559992,161.841397,1.148704924,1.183241104
5168.26,1.447600742,1.206473554,18588.20451,234264.3828,339519.0729,7.600000064,26.63333321,171.3289255,173.0415955,0.908458317,289.4579938,158.8096422,178.1314564,0.816717647,0.896358532
5089.186,1.452060029,1.251219963,18325.42875,234731.5052,340867.8333,7.699999968,27.0,165.033076,165.7804731,0.865469096,350.1620013,152.5770922,183.7832197,0.749951519,0.863129872
5338.467,1.453177447,1.341155186,19803.22225,241943.2936,350774.4401,7.599999905,26.46666718,162.4484151,169.960076,0.847672614,338.3943189,157.9045575,182.2346834,0.768351023,0.861954761
5287.207,1.426008552,1.333913361,19851.41756,237663.1335,350728.25,7.76666673,26.79999987,172.9830278,172.60429,0.892031858,332.2534574,162.6410739,185.1923606,0.800542921,0.901326532
5374.472,1.498461167,1.418272287,19998.14355,243639.2493,358946.5495,7.533333302,27.33333333,176.6112874,166.466643,0.968003715,351.6414591,159.8584995,184.1149966,0.850627077,0.980977155
5493.101,1.516525348,1.330048194,19873.32682,243272.9128,355221.0807,7.199999968,26.86666679,166.3961786,161.8402481,0.914562946,350.9090996,149.9759801,178.6787008,0.752235932,0.923816818
5401.998,1.486390541,1.221557493,19945.21582,243174.1309,355348.207,7.466666698,26.76666705,176.1497676,180.8181909,0.908890635,356.4710503,161.1482086,187.8642362,0.786884862,0.896027183
5279.767,1.488103072,1.252990802,19951.97811,240746.1022,349265.5964,7.433333397,26.56666692,176.8911692,178.4345144,0.855419266,418.377875,155.0552991,191.8368231,0.722618418,0.857557726
5295.846,1.488590707,1.245570873,19724.36621,240605.1263,349442.9818,7.466666698,26.93333371,185.4794413,193.0044486,0.858424003,424.2229233,162.2794698,196.3259563,0.708632333,0.842953225
5276.354,1.456951727,1.25330854,19651.82861,238200.3307,346225.0977,7.799999873,27.40000025,169.6323452,170.5834713,0.882982609,380.475736,152.9960658,183.9195836,0.725715399,0.880186707
5142.303,1.43505241,1.280344948,19263.32568,235734.0436,345475.8789,7.466666698,26.76666641,182.1945686,188.854393,0.846153277,346.3231443,175.1454811,195.5656808,0.746908071,0.864759391
5076.621,1.441368679,1.367181192,18106.79761,234935.6009,340395.0742,7.433333397,26.06666692,181.8810488,186.8755881,0.847575235,329.0401497,169.158706,193.0719674,0.720168052,0.839631399
5325.584,1.434430286,1.344510113,19833.20321,238409.8242,346507.2344,7.433333397,26.90000025,156.7163391,163.7601274,0.88568973,331.9028613,147.6389592,174.3502814,0.768327775,0.897065093
5341.714,1.467784241,1.385397275,19669.03703,239541.8893,347785.7266,7.399999936,26.59999975,158.9288006,169.8909162,0.874191565,272.6318124,146.9556437,170.4749514,0.800591933,0.902472205
5296.295,1.454319651,1.374244442,20051.98462,238598.1296,347345.8203,7.733333588,26.79999987,165.8707066,178.2982267,0.874249068,277.31917,160.378459,175.8057435,0.843483567,0.88371364
5205.751,1.459221413,1.395292252,19963.70516,239900.7839,349967.4258,7.699999968,26.83333333,178.5105031,183.0387758,0.900721205,328.5098674,165.193367,194.5081278,0.804106236,0.916306933
4796.881,1.47281373,1.410427933,16573.85596,236220.4922,341531.6406,5.73333327,24.93333308,196.0019843,206.7009729,0.836706214,395.9726473,182.7463538,211.8388424,0.716902174,0.842510382
5437.611,1.48610796,1.373753563,20275.73299,241429.6341,351966.8424,6.366666635,25.33333333,160.7639345,162.7739506,0.918333833,356.9448229,148.1925259,172.340627,0.775645124,0.923298396
5399.994,1.475353132,1.361296371,20329.35384,241569.8913,345730.0729,7.0,26.53333346,151.9031995,159.1980426,0.997527053,307.0284017,142.7261766,156.142292,0.924905797,0.979032422
5452.996,1.450654333,1.33632049,20375.85754,242886.4987,351369.306,8.799999873,27.13333384,164.8336763,162.2856375,1.196399624,265.5902742,158.3812167,167.075661,1.090079765,1.186430931
4079.219,1.160467202,1.10602717,11407.81591,204531.7934,305605.9766,7.849999905,24.25,162.3365965,150.2070713,1.615434748,286.8322557,152.5775671,170.1780202,1.495231149,1.622935566
5086.184,1.456182654,1.368802498,17846.97624,238773.0117,343778.8151,7.866666635,26.23333359,166.5732927,170.0729313,0.819725417,277.8857759,159.7361145,185.8607451,0.73026708,0.825696138
5145.668,1.470914091,1.401266024,19228.77348,239699.6842,348119.3138,7.166666667,27.13333321,170.4170068,173.3075587,0.83156123,286.0451361,160.0176859,185.5488714,0.753958508,0.85343454
5571.093,1.458510225,1.357676913,19800.39372,240955.6413,355293.7669,7.666666667,27.30000051,141.706776,145.9508521,0.918752832,234.5213356,139.1655947,152.0281903,0.845511948,0.914919558
5392.542,1.476763119,1.389588416,19560.84985,237330.3275,348895.7109,6.733333429,27.83333333,130.2300399,129.2925501,0.901776132,215.929547,138.0062151,149.5625353,0.833264679,0.971241939
5183.273,1.465875333,1.395395358,19898.46655,239754.8919,349279.9818,6.76666673,27.26666705,135.8028723,140.6940212,1.159934536,242.4183267,152.5746657,154.6711079,1.107220836,1.192469609
5240.34,1.497566293,1.408431277,20089.41463,236538.026,342113.3672,6.76666673,27.06666629,137.8975608,145.8439662,1.234655122,273.3572934,153.852025,146.1208668,1.192643513,1.234776638
5018.718,1.466716414,1.421830624,19604.36056,233013.487,333464.7357,7.199999968,26.76666705,153.4940449,151.2356828,1.670907478,284.8100071,167.0700137,155.58159,1.644196962,1.680112481
5186.064,1.472552642,1.356120293,20353.95736,237920.0768,339849.2396,7.566666603,27.36666679,143.0724033,163.1469529,1.026746911,308.8794327,174.442524,154.3504149,1.06970374,1.00810869
5303.849,1.502745241,1.402403941,20306.70711,238038.4427,341659.918,7.433333397,27.26666641,143.264438,161.6219381,0.936996741,299.7035688,159.0773147,152.988643,0.959722827,0.925413939
5238.762,1.491028339,1.397013883,20229.51473,239561.9382,342291.3672,8.033333302,27.90000025,144.9191825,164.2999694,0.83143466,324.9617856,151.7681068,167.2738647,0.808667287,0.853994946
5403.469,1.495541409,1.420179283,20126.19092,242430.3125,349233.1432,7.899999936,26.83333333,152.3040635,168.0921434,0.922255792,305.7533798,152.875034,164.0280139,0.876943099,0.916080718
5271.199,1.476949175,1.382356629,20321.6285,241945.6074,348021.4583,7.800000032,27.53333346,144.8299675,161.4658572,0.853064487,304.2297071,140.6576961,160.417134,0.806614615,0.877733454
5361.789,1.503713235,1.443671624,20456.50024,238086.1361,340838.4388,7.76666673,27.0,145.7615366,157.7678169,0.964583757,309.3369598,146.4443633,158.3951238,0.920006941,0.976506407
5322.8,1.524867256,1.458672439,20109.34098,238313.2637,338253.6836,7.533333302,27.13333321,152.175012,163.1779531,0.904797825,297.3653717,155.98572,167.2266026,0.848686082,0.934827648
5355.596,1.53477035,1.456369236,20346.70329,240520.5117,335094.3047,7.566666603,26.79999987,160.2559315,164.6488972,0.934843664,315.8601341,157.5664364,172.6577168,0.865783808,0.956280303
5290.743,1.489785815,1.396661868,20499.76953,241454.1914,337023.2188,8.03333346,27.13333321,144.1784255,163.6791585,0.87261382,299.0076459,153.0001456,155.8465535,0.832970714,0.876957593
5309.516,1.467515722,1.415812746,20479.53133,242070.3854,339110.263,8.0,26.79999924,164.2407284,179.1170826,0.949624874,305.9868698,166.3434626,166.4771926,0.917851321,0.955438043
5203.037,1.478384738,1.391631102,20296.2063,237712.6556,330632.2018,8.066666762,26.83333333,179.9146843,190.1782792,1.068222729,364.4020297,169.1329578,180.6471551,1.094941549,1.051286037
5113.518,1.475092461,1.331896956,20743.57658,234640.7305,330024.3008,8.46666654,28.0,177.3631992,192.8137544,1.08422141,342.4619827,186.3739783,176.2326832,1.118285495,1.073106346
5226.13,1.480723277,1.384395848,21329.5498,234934.1426,330358.7422,8.333333333,27.70000013,153.1431967,166.0546385,0.822227399,322.8253174,150.9478146,159.6368898,0.788079542,0.845525729
5338.131,1.549546162,1.469506457,21322.14502,235240.3613,334637.0938,7.966666698,27.5,150.4283832,153.6961597,1.051355069,306.8083064,146.7060229,151.9004644,1.013889298,1.07577053
5271.511,1.560464809,1.463427683,20775.36735,232149.8952,328565.806,8.133333206,26.96666654,155.4066289,144.309823,1.247273549,328.3425382,146.6054993,158.1553535,1.169937874,1.338659483
5259.416,1.538152128,1.463196168,20654.8029,234863.9961,331355.8229,7.933333397,27.29999987,153.394673,143.365208,1.241527478,308.0414441,146.9280373,152.3667297,1.178016484,1.305456286
5091.981,1.502002905,1.407158037,19649.64933,234047.8281,331055.2995,8.26666673,27.90000025,167.2892488,166.0670395,1.184703146,286.7213008,161.3045661,161.6534074,1.151840195,1.229153668
3916.481,1.176323027,1.118127483,13347.86428,184728.3944,302432.0336,8.049999952,26.19999981,149.8379443,147.116298,1.571632278,309.083938,141.5676037,144.019975,1.449608162,1.560278356
5080.538,1.522672494,1.44896778,18203.08671,234915.8288,327566.3984,7.666666667,25.73333295,161.9548998,174.0521545,0.949733754,331.7577731,170.1307945,168.7779261,0.90479432,0.949697286
5370.084,1.524809813,1.466306369,20314.56999,237944.5365,336175.3516,7.733333429,27.13333321,143.1936576,153.7347406,1.034893647,303.2793032,147.5932293,146.0959034,0.951879462,1.016676451
5270.775,1.506544068,1.451173703,20165.5022,238803.6022,334652.9674,7.966666698,27.16666667,131.4242703,142.7971954,0.961532262,290.9902916,140.784029,138.307696,0.896968149,0.958426202
5146.652,1.514364044,1.452387715,19872.21159,238064.6875,333671.6667,8.066666603,26.63333321,131.9331373,154.0293166,0.941583385,312.4257558,151.1705011,147.514281,0.907335386,0.923759304
5250.358,1.491638775,1.423390915,19714.98055,238621.0651,335960.8815,8.166666667,26.33333333,145.6639131,165.1239872,0.926114249,299.2878011,154.5795555,165.2887065,0.867655975,0.929397764
5204.324,1.502416074,1.433530415,19792.5612,237802.2852,335277.8516,7.733333429,26.33333333,146.7340285,164.5019201,0.956551383,316.0386264,156.3173707,163.6423626,0.915498892,0.976582547
4672.709,1.383562274,1.357588867,16284.89624,225848.9036,308656.3971,7.73333327,25.66666667,172.1780516,172.9731868,1.820500488,308.4533698,175.1451432,178.0369949,1.753905863,1.879896017
3543.443,1.032252858,0.989244409,11529.09611,182538.905,291558.548,7.300000191,24.60000038,157.2161274,153.9467278,2.472669664,312.5309245,168.7458909,167.4969794,2.425951985,2.402089636
4398.702,1.341162222,1.272909448,16217.03535,208482.125,320792.4219,5.674999952,24.97499943,148.2828245,157.2908958,1.017980551,327.8427862,157.669988,160.0049225,0.936263216,1.054005191
4366.673,1.333144387,1.264328819,17012.21499,216250.7904,305878.3821,7.666666826,24.76666641,165.3249168,154.4752744,1.198042909,308.6467571,167.8107211,172.7967876,1.045069975,1.256381266
4965.877,1.518311078,1.452483783,19547.82528,234065.5872,331429.5807,8.333333333,25.16666667,175.4810136,170.6700694,0.895486839,387.2260997,182.1320845,189.5951748,0.761539849,0.94048478
5118.668,1.537008638,1.474869152,19567.10693,234815.0586,334442.0508,8.333333333,24.83333333,155.6955058,153.4107863,0.999036113,365.3998388,162.3918476,162.8001537,0.922184115,1.029358201
4892.37,1.499131625,1.450038503,14463.5675,233032.3867,322355.5143,8.166666667,24.30000051,142.2015673,144.0746768,0.933604461,277.9770317,148.1437136,154.1016798,0.878251011,0.956155489
3413.813,1.12291871,1.090133766,10841.01414,181645.884,275108.6864,8.150000095,24.5,153.915609,149.6398255,1.678674333,299.1486295,150.5155687,163.0222855,1.502366175,1.572004333
5234.499,1.493948494,1.441497371,18759.54565,232289.4271,329999.6224,8.26666673,26.66666667,161.7444935,158.6777255,1.173777709,314.7107595,153.6968889,170.4783198,1.026828503,1.228415402
5254.134,1.497202789,1.423372443,18866.95068,233198.6732,328993.513,7.866666476,27.33333333,168.7143618,161.3746827,1.140315883,313.0135015,157.9145088,172.9135106,1.025426986,1.198094505
5102.374,1.526153391,1.451147576,18781.0979,234251.2826,328794.8724,8.199999968,26.96666654,164.1720486,162.3208294,1.007684355,328.6608327,159.4625305,173.2821089,0.886085923,1.0510134
5226.146,1.545698886,1.472119773,18682.70361,232738.959,331127.6042,7.466666698,26.93333308,150.5118141,145.4931475,0.984913093,294.1366653,151.3161125,155.5861766,0.874471188,1.011838948
5213.788,1.51698039,1.444330489,18854.104,235019.6764,330383.4036,7.833333333,25.96666654,146.3268722,137.33688,0.916582845,281.512125,143.5458161,155.420653,0.77665175,0.958683995
5258.244,1.522762765,1.455851172,18915.43498,236559.776,331913.5951,7.199999968,26.66666667,143.0659666,137.9586662,0.924763906,287.6342773,138.1909377,149.7706881,0.79513223,0.964268997
4617.607,1.404696423,1.357994034,16762.42535,215206.0693,309968.2123,7.300000191,27.10000038,144.3800306,135.2495273,1.075428014,301.2551772,136.5866454,149.3759511,0.923815516,1.116854099
5103.165,1.511043241,1.463085329,18756.18319,234023.7624,328617.9766,7.733333429,26.23333295,153.7069283,138.1132132,0.990669377,319.5636698,142.1670818,162.257115,0.85666624,1.039996497
5057.866,1.518606618,1.468689978,18860.23665,233959.8392,325858.5417,7.866666794,26.09999975,143.9499791,133.9142011,0.930323546,323.9016991,134.4305852,157.5501944,0.780848602,0.990321189
4981.149,1.574344059,1.522184203,18935.52091,229661.4642,321311.4948,8.166666667,26.83333333,140.1929423,133.1318105,0.920640213,281.0481682,129.7425836,149.171183,0.810392146,0.963876506
5159.063,1.560502867,1.522450159,18785.72811,232414.4609,326794.1302,7.73333327,26.4666659,135.9518331,135.6460126,0.938233378,300.0481993,135.0184107,145.3291594,0.863542316,0.96569477
5152.395,1.528581341,1.484821697,18830.57218,232012.4661,326375.8333,7.399999936,26.76666641,137.1412942,138.9786841,0.980074093,259.7381814,139.3843985,147.1576637,0.900715033,1.008577103
4978.624,1.493520906,1.429349144,18903.11906,236018.6536,332577.5182,7.866666794,26.5,160.42781,153.2784866,1.043820557,303.1175715,147.5198949,168.7411842,0.889807001,1.074191285
4990.451,1.497137512,1.461760208,18799.01563,236192.1087,330556.4635,7.366666635,26.53333346,171.3243287,160.1470143,1.545927994,309.0008437,156.3242683,175.0999368,1.364574877,1.585133587
4607.456,1.542845438,1.451982533,17654.39185,221092.3965,309817.5794,7.26666673,25.83333333,196.586635,186.0773627,1.46996733,299.0577723,179.0818946,185.9833279,1.367882858,1.47236672
5162.789,1.482709005,1.345424523,19001.8339,235001.2142,332745.0781,7.466666698,26.76666705,167.2278455,149.1894267,1.319356389,300.5559006,149.1169434,159.779871,1.170758819,1.333501145
4973.325,1.611136387,1.525932958,18582.84766,230475.8281,326706.0013,8.166666667,26.33333333,158.4696846,154.4477228,1.092165147,324.325325,160.370821,162.816508,1.001982182,1.134464612
4720.171,1.598901848,1.517622019,17480.07092,226566.4896,319552.8516,8.133333365,27.03333282,165.9982166,164.0498918,0.99713852,358.0985883,169.6675231,177.164608,0.909085743,1.041574436
4824.358,1.555918043,1.466618548,18353.82023,229509.8496,327717.6341,7.733333429,26.23333295,170.4430383,168.1609255,1.030151991,351.3163783,174.0805658,181.2401002,0.955200175,1.090884539
4767.26,1.611854454,1.533254166,18695.19393,224360.0716,322177.3021,8.299999873,26.86666616,162.875274,165.6249517,1.009866652,344.4722646,169.7707151,178.051253,0.947833322,1.065951074
4681.127,1.612109909,1.525631214,18150.4751,217724.2995,312234.5182,7.699999968,26.86666679,162.3578116,163.3443508,1.1271506,289.0302353,165.2580026,171.824873,1.075120402,1.199352478
4791.628,1.605833461,1.514709483,17687.49231,224526.7337,320109.4154,8.066666921,26.06666629,154.0891368,144.7211936,1.34409981,273.0030607,147.6470292,158.0103836,1.246072024,1.412415718
4978.246,1.605127181,1.515368958,18495.57943,225670.8906,322344.3516,7.533333302,27.43333308,138.3088395,130.7570006,1.286460506,278.489591,136.2369394,145.8650459,1.202878917,1.338498245
5000.504,1.606430759,1.515586937,18827.71501,226919.041,323223.2695,7.599999905,27.19999949,139.921258,142.7042926,1.127874337,293.6781044,141.3524036,151.8413811,1.06772319,1.166308577
5055.489,1.594811355,1.532971114,18866.86271,227497.6159,324659.0885,7.633333206,27.23333359,137.2973067,138.4537818,1.095539602,271.9416351,142.2179209,148.9751587,1.046679397,1.14219751
4821.374,1.589418511,1.535027742,18235.9563,221821.748,317193.2708,7.633333206,27.13333321,141.009195,142.4218012,1.05748226,274.6034514,142.9470282,153.3631026,0.985415633,1.115712489
3025.521,1.146340406,1.15339272,10790.27715,173118.994,224055.4854,6.400000095,23.33333333,240.7845465,236.9171817,1.05748226,525.4057287,235.4214058,241.3181114,2.612619917,2.208896677
2420.14,1.053944868,1.10113433,8143.978603,147832.4747,200692.5451,6.5,23.0,229.7465865,222.2573802,1.095539602,396.2971738,216.042745,229.7867661,2.61574315,2.13121892
2587.186,1.087604019,1.100755036,6367.533208,151207.8344,187740.756,6.049999952,23.5,206.9159323,208.7291689,1.34409981,423.0500221,208.3248631,203.8759966,2.78419664,2.234749476
2371.077,1.045606248,1.035593349,4711.996357,152997.1994,186551.9977,5.966666698,27.13333321,251.2565447,267.7179807,1.030151991,371.9518445,270.2114054,264.6013444,2.387097821,2.040121759
1416.202,0.711581848,0.688908917,3423.104328,106135.8589,135670.0087,5.600000143,23.29999924,233.3608259,245.6622562,1.009866652,521.6894747,265.1134345,273.7724953,2.824454765,2.739326288
1490.549,0.824979745,0.840679194,6524.613708,115887.0085,129613.4837,5.933333397,22.70000076,318.793431,342.0500895,0.007,413.0994174,344.912515,293.291851,2.9127975,1.971195834
2147.288,0.922323535,0.762492962,7950.678345,156290.8815,197273.7148,6.599999905,23.29999924,348.0130107,342.5994441,1.1271506,640.9443868,346.3321126,341.550492,0.985415633,2.015169675
2232.846,0.965478507,0.806844982,8218.085856,154179.653,199785.638,6.399999936,23.65000057,325.8214575,326.0448418,1.1271506,654.8458696,324.9987691,315.4925696,2.387097821,1.922191903
2579.258,1.078037128,0.911555722,8293.439372,166300.4909,218870.0514,5.966666698,22.10000038,308.9529572,313.4586894,0.007,665.1142183,322.4210472,309.3756688,1.06772319,1.917327404
2060.178,0.905787889,0.790909087,6444.837318,137532.5977,176567.497,6.0,22.70000076,304.8533599,299.0178935,1.34409981,615.2436046,302.2543462,301.5345974,1.046679397,2.34200114
2531.306,1.053382933,0.969663195,7999.673584,166023.0124,209339.6634,6.166666667,23.33333333,245.1266524,292.6465816,1.34409981,642.0828183,325.4360294,311.8155162,2.78419664,2.121400674
2499.179,1.089192256,1.025118038,8908.498006,170512.127,229360.6211,6.466666698,23.33333333,290.0962855,359.4816818,1.095539602,461.1512756,216.042745,342.0256526,2.612619917,1.766549036
1400.381,0.696251882,0.635361128,5162.307597,121364.0576,141883.7012,6.899999936,25.96666718,344.6513837,358.6070353,1.34409981,676.7538723,358.6649895,349.9817225,1.004542728,1.785038104
5034.113,1.49068819,1.301314101,21499.35881,267356.1185,218870.0514,7.833333333,26.40000025,219.100242,202.1902885,1.095539602,665.1142183,209.6978264,215.7318662,1.004542728,1.013228719
5050.698,1.449926863,1.293236002,21499.71769,269270.7852,197273.7148,7.866666635,25.96666718,222.8043404,211.428311,1.030151991,371.9518445,206.8712603,211.466603,1.475768559,1.470106932
5094.469,1.528854842,1.280789127,21499.94198,270395.8555,218870.0514,8.166666667,26.16666667,211.7911708,200.3750521,1.05748226,676.7538723,197.9513003,209.3630021,1.571546624,1.561949174
5053.068,1.467034419,1.224173389,21223.77214,271863.9701,129613.4837,8.166666508,25.86666679,210.7232335,195.2910074,0.007,413.0994174,204.0470765,209.3630021,1.044619039,1.083867724
5089.108,1.43440713,1.012040836,21692.17757,269602.9219,135670.0087,8.26666673,25.83333397,205.349076,192.0717862,1.286460506,413.0994174,196.1526248,221.2453321,0.941409941,0.963661142
5210.482,1.452727124,1.052748432,21847.65584,277804.8398,186551.9977,8.166666667,25.93333308,217.2243455,198.7929001,1.095539602,461.1512756,197.6363595,211.466603,0.822064916,0.799913007
5197.601,1.516965042,1.097558945,22871.31453,281326.9219,199785.638,8.0,24.89999962,218.0428994,198.8360939,1.34409981,654.8458696,203.0554206,241.5493225,1.081786253,1.128558288
5213.513,1.528365433,1.069873246,23961.63143,281059.5872,199785.638,8.200000127,25.03333346,234.9716651,217.0153243,1.009866652,665.1142183,221.5755571,241.5493225,0.828691927,0.853790238
5305.134,1.496444712,1.075599164,23026.08626,283663.5208,129613.4837,7.699999968,25.36666679,235.1096032,210.2546393,1.286460506,371.9518445,217.0460243,231.8524634,0.945620495,0.953123341
5496.156,1.451810936,1.062374875,21826.94458,284920.3138,186551.9977,8.100000064,25.29999987,197.4839287,185.9652532,1.286460506,371.9518445,198.39814,211.466603,1.244595811,1.228805905
5440.024,1.440154995,1.070612659,22998.9869,286087.0638,199785.638,8.366666635,25.5,200.6620566,181.9966952,1.1271506,413.0994174,195.4901765,215.7318662,0.89773572,0.905366883
4207.039,1.152624576,0.929715525,18053.68927,187408.4701,199785.638,8.0,25.43333308,201.391674,188.9523652,0.99713852,642.0828183,188.8749224,202.7746083,1.568216238,1.565982785
5280.43,1.41626444,1.17893527,22330.93188,218957.599,229360.6211,8.100000064,25.1666673,201.4046593,186.4597143,1.095539602,640.9443868,191.4115982,209.3630021,1.045314863,1.079954257
5246.395,1.432741051,1.172992346,22022.43441,283305.3828,135670.0087,8.166666667,25.56666629,200.0206579,186.3803819,1.286460506,640.9443868,179.0330887,194.2167632,1.191726049,1.203081682
5259.497,1.45754303,1.101585301,22923.6228,283613.2969,218870.0514,8.26666673,25.40000025,218.7267488,199.1275806,0.007,461.1512756,198.4777851,218.4813073,0.968535177,0.964875154
5270.591,1.491209517,1.18697768,22959.95288,282460.9974,229360.6211,8.23333327,26.09999975,232.7771301,209.1968708,1.286460506,461.1512756,201.4738413,221.2453321,0.841076088,0.860939379
5475.487,1.453499183,1.161896303,23287.37866,282152.5182,197273.7148,8.100000064,26.06666692,211.2434216,188.1995595,0.99713852,676.7538723,189.8130836,213.6183898,1.082093097,1.124662918
5420.293,1.389509385,1.104271273,22607.00382,284614.4779,197273.7148,8.333333333,25.59999975,199.365893,193.9710604,1.095539602,665.1142183,193.224247,206.5250168,1.521984992,1.497010084
5346.424,1.461203252,1.217553804,24000.92244,283455.681,218870.0514,8.23333327,25.86666679,217.5461082,195.4672,0.007,521.6894747,188.4474799,212.8141314,0.850212432,0.878885632
5384.061,1.482724423,1.246529589,23895.67692,282273.4141,141883.7012,8.333333333,25.89999962,197.5874004,187.3294315,1.127874337,665.1142183,179.2041721,201.4224307,0.902291946,0.909607895
5325.439,1.48481516,1.273641323,23890.66862,282256.806,141883.7012,8.200000127,25.26666641,207.6244342,185.8473511,1.05748226,615.2436046,182.8387273,204.5079803,0.98487252,0.980773007
5352.67,1.485520537,1.221584052,23991.17342,283750.6172,186551.9977,8.200000127,26.26666705,221.4986903,198.2312482,1.34409981,461.1512756,189.1847045,217.0812531,0.867633144,0.888343347
5440.478,1.452570369,1.316775476,23700.5402,285958.3424,135670.0087,8.23333327,25.66666667,216.2982655,198.9241632,1.127874337,665.1142183,187.8948809,210.8481681,1.330712741,1.33992673
5431.961,1.460689311,1.225240335,23779.22762,286342.6432,199785.638,8.299999873,26.53333346,214.8185654,196.3150609,1.34409981,676.7538723,194.7886168,216.8880482,0.896646137,0.897029266
5544.021,1.413899725,1.227977579,23903.91333,288589.9414,186551.9977,8.5,26.36666679,215.9447079,185.839091,1.34409981,615.2436046,185.8363291,208.2071133,0.913132715,0.939774933
5342.592,1.404734974,1.122901827,23995.40576,289176.6328,197273.7148,8.433333397,26.09999975,204.724048,175.605498,2.271310096,665.1142183,200.0707022,228.9639905,0.851406306,0.924069069
4501.876,1.275742369,1.095800428,19988.74464,250442.255,218870.0514,8.433333079,26.19999949,199.4166705,177.4264393,0.007,654.8458696,196.3961042,232.0719337,1.011783781,0.976301598
5325.773,1.501850759,1.18541653,23167.86483,283498.763,141883.7012,8.399999936,26.59999975,218.7179616,202.0024859,2.271310096,676.7538723,202.2490196,225.2667618,0.902728615,0.894798547
5263.495,1.474974175,1.142840408,22790.86084,282814.931,199785.638,8.73333327,26.60000038,218.1580098,201.9573383,1.420706516,615.2436046,190.2653097,213.6937561,0.863909187,0.845273589
5332.139,1.442352012,1.098506664,23596.42497,282823.1484,129613.4837,8.866666794,26.73333359,208.75383,184.0626195,1.420706516,371.9518445,176.3148346,200.6033916,0.850260655,0.794947329
5129.673,1.373771345,1.050578532,23305.91479,280713.4727,129613.4837,8.666666667,26.79999987,224.013176,195.4053949,0.007,665.1142183,183.8183371,209.5986818,0.976092738,0.909615713
5310.695,1.478838017,1.199323272,24000.5616,282673.4557,218870.0514,8.500000318,26.93333308,227.9082909,201.7476088,2.271310096,654.8458696,179.8808231,204.740921,0.819118408,0.814542577
