Количество чугуна (т),Перепад давлений общий (ат),Перепад давлений нижний (ат),Расход природного газа (м³/ч),Расход холодного дутья (м³/ч),Выход колошникового газа (м³/ч),Колошниковый газ (H₂),O₂ в горячем дутье,t колошникового газа 2 (°С),t колошникового газа 1 (°С),Уровень засыпи (север) (м),t периферийных газов 5 (°С),t колошникового газа 4 (°С),t колошникового газа 3 (°С),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м)
4974.958,1.446771989,1.412763307,21621.68962,220201.9785,337522.6107,7.599999905,27.96666654,166.0563634,169.4895681,0.769553125,401.3835665,159.651193,163.6107629,0.723948265,0.795115389
5073.157,1.460305557,1.416688661,21953.62687,219227.3906,338330.7956,7.399999936,27.59999975,173.6723989,170.322148,0.780109197,372.0631154,162.4433912,169.8864651,0.733003582,0.818003178
5089.915,1.434842591,1.382832184,22481.30868,221178.6172,337580.0951,7.066666762,27.79999987,160.6078383,158.8532912,0.792019616,335.1729012,147.4818675,155.6460101,0.734671404,0.797836284
5046.308,1.44938838,1.395662755,22826.1984,220703.3314,339123.0911,7.100000064,27.83333333,168.5983359,165.6331189,0.792317152,346.8635343,155.7745622,162.82031,0.726548776,0.80046128
4258.756,1.269675362,1.036618056,19253.3601,200299.4907,289800.1131,7.199999968,28.06666692,176.8714809,170.4901816,0.97851783,340.8119609,159.6709801,166.7892939,0.92850851,0.982712266
5004.257,1.454724535,1.135540513,22766.28752,221274.373,329695.6146,7.199999968,28.0,184.5485198,185.3603007,0.800451092,370.3343557,175.3655459,182.2592106,0.739392305,0.825742995
5070.933,1.471674596,1.180794954,22902.7679,220290.6035,328457.8021,7.800000032,27.70000013,167.669349,164.3478038,0.802743276,362.9991684,155.1660353,159.4904461,0.740753134,0.808639405
5106.6,1.484480326,1.385259246,22264.76644,219977.1641,331125.3021,8.0,27.73333359,174.6103077,169.4414552,0.783722388,403.5476774,161.3667679,165.3847014,0.720683855,0.808509948
4533.735,1.325927091,1.270638311,19027.90588,200700.1351,294233.7686,8.066666762,27.66666603,157.2953431,154.1608092,0.993592011,359.4547284,146.2076476,147.9167891,0.96448119,1.018486455
5129.405,1.460023041,1.350675111,21126.83594,220374.7161,324469.6875,8.03333346,27.70000013,156.5003732,153.5474714,0.918404542,296.8469925,146.2133636,160.0732931,0.824305753,0.97670163
5114.312,1.487978001,1.403545136,21951.63525,219755.1816,329450.9531,7.766666571,27.76666705,150.8287214,157.3176791,0.779210058,303.9770406,150.2546641,160.0808926,0.722880267,0.826910526
5181.208,1.495688657,1.431646417,21845.35116,220906.0794,329474.0182,7.566666603,27.73333359,151.3658415,152.2460575,0.797370136,312.9046262,144.1049321,154.2194513,0.721892585,0.849505268
4715.516,1.396897461,1.329209457,20204.93371,209025.6273,303102.6794,8.150000095,27.85000038,158.4029652,158.2736181,0.884522391,300.2314809,151.5172729,159.5067803,0.79826989,0.91668276
5107.37,1.470572929,1.401137143,21998.49259,222207.4115,327196.2513,8.000000159,27.53333346,151.773159,151.6682949,0.778642587,341.4379705,146.4962266,150.5898234,0.71937911,0.800259024
5076.055,1.482609376,1.429776609,21854.01424,221959.1973,327956.5964,7.833333333,27.5,170.3824584,164.2746989,0.9280842,317.1969287,154.7854716,160.0754617,0.85345156,0.927942646
5387.07,1.453507145,1.367943068,21998.46224,223004.8743,331802.4349,7.833333333,27.33333333,150.4697844,149.0908661,0.896190325,284.3728828,141.6297649,147.5063616,0.83719756,0.908860698
5149.17,1.44808797,1.386979153,21998.58089,223711.4922,333646.4219,7.899999936,27.13333321,154.0523326,155.230505,0.797661225,267.0251516,148.3854885,154.4371173,0.725754569,0.810113825
5241.293,1.470857069,1.421828697,21937.73006,224963.2461,340961.7565,8.166666667,27.10000038,155.4587199,152.4194571,0.806507436,336.1858139,146.3952586,152.1674887,0.733339466,0.82505093
5204.683,1.46831354,1.415851672,21888.32853,224184.9512,340996.5456,7.53333346,27.30000051,147.033981,148.2040008,0.786857945,353.8951797,143.8537003,148.6849626,0.714576267,0.786477419
4530.224,1.295884269,1.22346586,18908.213,201339.3818,295401.8783,8.333333333,27.23333359,150.1463159,150.6754704,0.88840208,342.1108704,149.4315128,154.6316783,0.840617416,0.935967647
5105.528,1.465378488,1.354913781,21865.41675,223573.224,336070.0208,8.900000254,26.93333308,157.79098,166.938741,0.747687673,329.4687767,161.1391519,163.3093573,0.704838191,0.789141424
5124.895,1.514062802,1.422145968,21906.78304,223452.7214,345101.6576,9.433333715,27.29999987,168.4363187,169.863999,0.767412702,335.1054522,165.5041917,168.8794886,0.708079686,0.791705211
4439.931,1.332175938,1.229852426,18973.93428,198671.1148,298576.8329,7.799999873,27.33333333,169.135835,171.155927,1.042091543,311.4402657,165.7518508,171.6011241,0.967021354,1.058599529
5186.562,1.52413483,1.418532401,21713.71842,219084.8275,334209.7448,7.433333238,26.66666667,155.9022147,161.7740402,0.769296236,312.5083491,156.7723312,156.689731,0.741300573,0.780682807
5125.704,1.502951001,1.414990505,21884.34684,221046.4811,338404.6667,9.433333397,27.03333282,158.5078144,164.9876868,0.789518761,273.5160891,158.9571241,157.2325223,0.744947563,0.777803702
5016.821,1.507088527,1.438494225,21956.53841,219835.097,342209.0117,8.633333524,27.40000025,175.0392984,174.0794188,0.787546411,351.1076978,173.8024775,175.5901731,0.732280379,0.816504737
5069.267,1.517958328,1.372038782,21965.88509,217741.6302,343720.651,8.033333302,26.96666718,178.4065755,169.4306456,0.830636166,390.6441917,163.7567647,171.2607873,0.745119902,0.844072968
5156.476,1.512718916,1.357507,21953.34766,217370.5781,338174.3542,8.166666508,27.70000013,150.4618626,147.8321444,0.817054473,364.4891332,141.8309097,148.4488354,0.764750354,0.824347191
5246.129,1.467457046,1.260388508,22087.05876,220388.4427,342343.2109,8.0,27.8333327,145.8404023,139.8491217,0.911675322,281.4617716,135.4575593,143.2239704,0.838781255,0.898054222
5148.668,1.457816541,1.23511981,21997.31087,224333.8288,342573.9909,8.03333346,28.10000038,138.3838895,134.9555031,0.800638941,251.8249766,127.6836751,139.4300334,0.713801444,0.794334372
3520.974,1.083879046,0.935395262,15012.23656,172519.1492,244585.4389,8.099999905,27.05000019,153.3398167,148.9090335,1.352248723,284.5441717,142.959568,150.1616542,1.297433262,1.402492575
5120.618,1.511338919,1.346890966,21477.7487,218340.1725,332567.8529,7.566666603,28.03333346,150.5703278,155.7288138,0.949720296,345.8749237,150.8972664,153.4780954,0.873299738,0.918944277
5156.267,1.477959211,1.279548615,21998.9882,221666.7305,341692.6484,7.633333524,27.26666705,143.2058678,149.1482671,0.889777884,283.321668,140.3777227,143.9454088,0.809546034,0.85210827
5255.096,1.498717596,1.341083338,21561.98063,222668.6999,344654.9935,7.400000095,27.39999962,140.8266913,144.5528272,0.862653693,277.4572309,138.001023,144.3315509,0.762672971,0.813034835
5206.806,1.452238401,1.316831832,21896.99756,225874.4232,349940.5729,7.23333327,27.43333308,150.3982296,161.0509281,0.823300692,308.1406212,150.5349572,152.4059747,0.749063673,0.788203319
4960.903,1.462680548,1.334941544,21273.14848,222873.8079,342167.026,7.066666762,27.56666692,163.3544477,166.2682769,1.13224607,351.5608139,158.9146341,160.7352295,1.06446822,1.079641591
4673.325,1.286060775,1.170461804,17009.57184,211954.4004,305460.6947,7.25,26.75,154.9257882,152.7922656,2.328910535,280.8378239,146.3792477,151.7895991,2.186273965,2.304836797
5175.994,1.444095348,1.223986283,21419.67448,225874.6087,344365.8203,7.466666698,27.13333384,145.7431237,144.7690271,0.90353888,246.8888423,129.6008151,140.812149,0.798867069,0.884657763
5251.472,1.437377309,1.200489586,21596.39494,227538.2865,344597.2734,7.900000254,26.90000025,137.1445796,138.3062836,0.844456588,215.4286633,124.2697185,134.5235659,0.769207522,0.844037878
5053.603,1.461081028,1.273121516,21851.86418,226277.4355,346611.1693,7.73333327,27.13333321,144.8380823,147.6493171,0.806567768,206.8683745,131.9840438,141.9805266,0.735319552,0.792011338
5237.261,1.487943828,1.317825149,21757.77083,223992.3105,345277.0833,7.833333333,27.16666667,149.574728,150.7473694,0.835043892,240.7703762,136.870498,149.0340226,0.753201105,0.821750328
5273.968,1.417689169,1.221938516,21983.07935,228149.1348,347973.5846,8.299999873,27.26666641,144.1455886,137.3432671,1.304796316,224.1022008,127.6489776,136.1590656,1.149507962,1.276728506
5142.614,1.45978415,1.270254046,21853.02629,224745.4349,343373.3372,7.26666673,26.83333333,149.091589,148.2622623,0.819745138,253.1699664,137.5269299,147.9929015,0.742403475,0.798696463
5301.038,1.443598395,1.259379039,21762.22095,228400.3236,346297.1536,7.033333302,27.43333308,147.4552193,146.9828809,0.848012033,261.7080816,135.6351538,145.182511,0.746030264,0.823966431
5076.991,1.434838995,1.181840261,22000.33358,230040.39,346193.1758,7.766666571,27.20000013,152.9971822,154.3131733,0.786803059,262.4687723,139.4370991,150.384442,0.706780041,0.770831699
5112.638,1.476372704,1.302550346,21681.5118,227311.9668,344331.9479,7.700000127,27.09999975,152.0470079,156.2608426,0.755897447,336.8590317,147.2652378,159.8003171,0.690667411,0.759418696
4528.343,1.317288777,1.175136579,18467.72755,210729.6019,306376.1494,8.050000191,27.44999981,155.1104406,151.4388647,1.146887677,351.3283895,142.2275775,156.1308613,1.01868247,1.127867304
5352.006,1.461573203,1.274996713,22000.02067,231456.4779,345405.0859,7.799999873,27.36666679,151.2701289,146.3127276,0.903237457,281.0477269,130.9818373,147.0594012,0.753355255,0.881817393
5147.628,1.487716441,1.308064222,21872.30827,229921.4251,340590.474,7.899999936,27.03333346,151.1387355,148.9516951,0.907187151,243.1004225,137.747097,147.2748801,0.784310477,0.879275233
4486.642,1.393105909,1.26229397,18955.43379,206613.7377,303984.8124,8.100000064,27.03333346,154.1750011,157.3852437,0.982028472,287.6063557,156.1002108,157.8916966,0.898007182,0.957599945
5182.527,1.500465343,1.347486069,21790.89103,226314.1426,333729.5404,7.633333365,27.69999949,145.1325293,152.3358529,0.837812982,254.3978157,143.9642283,154.2475834,0.745924888,0.822980834
5262.595,1.487994805,1.307456017,21952.88403,228830.6862,344334.7917,8.066666921,27.66666667,141.4951534,147.0692406,0.826365101,235.654239,137.8684521,149.1413078,0.723510129,0.797154163
5060.374,1.483698482,1.313980892,21955.66406,227731.2539,346352.7578,8.000000159,27.53333346,151.7246653,160.3945325,0.817830501,287.8193474,157.3222275,163.3495007,0.734315331,0.808689574
5248.908,1.464578475,1.318387235,21692.29525,229445.7995,350434.7734,7.933333397,27.33333333,141.5586815,144.8942159,0.852909302,302.1164424,140.1613909,150.6316776,0.758993295,0.847052048
4293.4,1.216935771,1.061998839,17374.3627,197290.4387,289030.2585,7.700000048,27.70000076,140.3624147,141.1824115,1.359357114,241.2344882,129.7981628,140.9837561,1.204102894,1.326056182
5290.037,1.453340277,1.233030677,21742.7605,227479.0462,349768.0378,8.366666794,27.59999975,135.3050315,138.1294975,0.888723202,209.7002468,122.9522298,140.8180834,0.75676359,0.855131311
5400.172,1.428223173,1.205739612,21787.55615,227494.3678,352815.8477,7.733333429,27.66666667,126.4624933,128.2685979,0.863281243,188.8882294,113.0590076,132.2331845,0.721220796,0.829287857
5266.464,1.400692701,1.17563425,21924.04915,229537.5078,355832.2214,7.433333397,27.46666654,144.1904513,142.4591897,1.197710174,197.2182897,128.908789,141.2428745,1.045180889,1.188177548
5263.764,1.45543691,1.298885981,21817.57275,227234.8438,359468.2344,7.566666762,28.0,154.7163442,146.4292752,1.30641781,199.5172367,137.3249833,150.0248998,1.179887441,1.316977141
5392.115,1.49121892,1.294611648,21755.69816,224857.1257,355377.3659,7.666666667,28.29999987,134.4602572,133.5901362,0.850631294,194.1549536,116.131251,134.6313725,0.72643511,0.835206911
5274.882,1.491970326,1.281675701,21888.42546,224499.9798,355678.8099,7.966666698,28.13333384,139.9226844,136.3940681,0.877067936,191.6834666,121.3343347,138.1869141,0.73297737,0.834812187
5195.079,1.46691378,1.312020252,21823.54712,226178.5885,351331.7995,7.933333397,27.5,145.0208807,143.4966812,0.862595593,201.9555359,129.0503066,145.2457714,0.724143689,0.846485183
5186.184,1.475686128,1.302849526,21912.06022,227522.832,352063.4401,7.699999968,27.93333308,145.8146674,149.1174796,0.938819312,215.1258399,134.0434643,148.1844069,0.824907579,0.930526614
5123.422,1.480024303,1.327272574,21746.78703,224837.627,345866.0664,7.633333206,27.63333321,145.2884331,152.2726173,0.891403293,226.2439461,139.6008177,150.6299477,0.785684489,0.874340966
5176.696,1.480802665,1.339759265,21019.32642,223079.0814,347705.4779,7.599999905,27.86666679,150.2036235,149.0407604,0.993734837,252.7081585,136.5983874,146.0550998,0.865796929,0.992758383
5347.906,1.459113091,1.277482664,20951.97461,226929.1348,353629.6654,7.433333397,27.66666667,138.3939238,136.9115721,0.882251998,227.136296,120.8773826,134.3189586,0.7602858,0.857382973
5249.469,1.458259275,1.275811339,21332.92082,226239.2044,352784.082,7.566666603,27.56666629,141.7465967,140.2237937,0.86877168,226.6534316,125.2613004,139.0291249,0.761729283,0.855405939
5251.987,1.428277209,1.218539342,21488.54834,225970.819,350967.1198,7.699999968,27.63333257,135.4694621,132.4703884,0.904989002,225.8738136,119.0367002,135.7018223,0.766124999,0.894641541
5182.168,1.446490397,1.262893418,21484.17391,225597.1608,352935.5299,7.733333429,28.0,132.010438,132.2206055,0.83402248,208.2885443,117.7889624,135.3412631,0.705886858,0.82870171
5178.966,1.49354052,1.32647339,21337.45549,224814.2682,355355.3958,7.900000095,27.56666629,153.3475081,154.6874943,0.896273442,222.6789608,137.6630414,153.7609221,0.780701444,0.892619036
5080.822,1.485272576,1.336253474,21267.57642,223848.903,349682.1693,8.03333346,27.80000051,148.0617994,150.7916088,0.817603871,201.5382633,134.6014252,152.1369584,0.703964929,0.830741751
4983.708,1.528798133,1.392016292,21460.62191,221360.752,349175.6719,8.066666762,27.73333295,149.6393356,154.9094899,0.853243195,238.8172137,140.7320099,153.8730106,0.752304179,0.863473773
5088.375,1.499868045,1.373199652,21481.89087,219583.1146,345685.2552,7.866666794,27.56666629,145.7675133,151.3498039,0.812924407,233.3776633,134.6267656,149.6332747,0.726212268,0.824092587
5138.042,1.465538199,1.314215854,21458.67204,221823.8164,345803.556,7.966666698,27.13333384,148.7890161,150.7854169,0.849430437,241.7391834,133.5058683,147.9769313,0.727035351,0.844160872
5075.939,1.473074754,1.330787842,21415.47355,220888.1634,345407.5326,7.800000032,27.46666654,148.9059022,152.8928947,0.929626224,250.9871724,138.6981363,145.0069243,0.828495535,0.906631437
5288.047,1.489558448,1.341342593,21339.125,223683.25,350853.612,7.76666673,27.70000013,144.0840851,147.9172894,0.847926793,240.4418666,129.4160369,141.7296721,0.730948031,0.837672974
5189.975,1.451876735,1.263917819,21385.10669,226383.5085,347413.7839,7.5,27.10000038,148.5475521,149.74381,0.911766656,222.6997217,128.8769773,138.8938901,0.784699763,0.891477024
5150.101,1.479714225,1.303256378,21183.58691,223784.2396,347474.5755,7.533333302,27.33333333,152.929149,152.8326823,0.845945636,216.4704158,131.3933598,145.9145641,0.740869964,0.861876756
3979.442,1.084710657,0.944505782,16157.75728,181616.2734,263033.2534,7.766666571,27.35000038,142.9113859,137.9827229,1.6417045,204.0474097,122.1035268,134.2356091,1.463243169,1.646492762
5130.95,1.464548041,1.289759258,21385.68465,225175.9434,347396.3112,7.666666667,27.76666641,152.9452197,149.9103603,0.816237554,203.3271567,130.9157731,149.2927062,0.721725451,0.826079364
5211.462,1.492853488,1.339838346,21165.30184,222634.1608,348132.5625,7.966666698,27.69999949,155.2416108,150.0613867,0.840882684,239.4077098,137.445111,152.4087849,0.733471893,0.859578659
5352.513,1.489421313,1.322820619,21369.2181,225744.4544,352839.9388,7.966666698,26.63333384,147.7626928,145.1924801,0.831809983,253.7160517,130.914498,145.2700675,0.726386917,0.84213791
5258.851,1.462072084,1.292762448,21333.01807,227118.6361,345811.2747,7.900000095,27.73333295,146.4145727,139.9569976,0.936045585,233.6644739,127.5456006,142.1970857,0.840312247,0.954483094
5202.733,1.463439822,1.304973965,21427.1062,222998.5378,328959.5859,7.899999936,27.5,143.8399264,140.9193592,0.819781221,243.2513332,128.7631849,138.4877116,0.739809836,0.814706827
5128.08,1.454461237,1.278663754,21378.38664,225326.5475,331318.0456,8.166666667,27.56666692,142.9831406,143.0882788,0.811034026,242.724151,129.8722919,138.3968213,0.739786687,0.794892646
5219.499,1.482194558,1.319411079,21403.18604,225315.2956,334985.0313,7.73333327,27.30000051,144.0397768,142.3834794,0.870738472,239.0310796,128.4234343,140.0390701,0.765123201,0.85440586
5206.411,1.464509264,1.272432854,21348.02026,225763.0339,332610.3503,7.866666794,28.06666692,137.2866923,135.8678096,0.849315859,225.2377116,122.7320239,136.7013404,0.731166542,0.846145538
5200.202,1.477314249,1.29013598,21483.91024,226459.4603,335381.2734,8.100000064,27.40000025,133.693759,132.9069344,0.878037736,232.6716785,120.4301078,131.932387,0.78564994,0.862731534
5098.021,1.461990168,1.311846639,21085.70158,222107.2292,335142.2148,7.866666794,27.59999975,140.8457467,138.3116223,0.818557347,203.4294478,122.2252728,135.2876536,0.718856186,0.801411045
5105.487,1.433444048,1.223084082,20999.76294,220051.6146,333393.9297,7.966666857,27.39999962,130.6371514,128.5866922,0.847681614,219.5993506,116.2699709,129.2332255,0.726661491,0.818669764
5188.982,1.428103005,1.222955445,21235.83854,224911.6211,338617.4349,8.0,27.96666654,146.107015,139.3835939,0.907700628,228.9817848,128.7019326,143.6172355,0.768018762,0.912820011
4936.833,1.46405903,1.291304966,21393.03516,220415.8301,333264.7734,8.099999905,28.03333346,169.2426732,164.515899,0.88635887,252.4377085,149.6107871,163.3738505,0.791054477,0.883800978
5060.536,1.458201384,1.282489315,21359.75521,219491.3893,326881.5807,8.166666667,27.86666679,159.1162624,153.7375863,0.909981944,230.5817057,138.2410339,151.2469311,0.785419444,0.888268719
5135.081,1.471192996,1.303804403,21233.45284,220947.3307,331383.4473,8.133333524,27.76666705,156.0518227,151.0384137,0.87569349,233.9575481,143.2709627,150.1280683,0.75920138,0.861202312
5040.753,1.463813667,1.315962389,21443.82756,219788.1309,333116.8385,8.099999905,28.06666692,148.251365,140.0013707,0.938939052,231.4046167,131.3220854,139.8497572,0.815715325,0.9201359
5064.453,1.400720909,1.257719825,21498.70557,223233.9837,335062.319,8.066666921,27.59999975,152.7381255,143.3325809,0.977429822,239.2049255,130.9026928,143.5332731,0.799069141,0.946503314
4987.571,1.460228026,1.286556706,21462.45142,223297.4401,338684.3242,8.033333619,27.76666641,155.0008615,149.1648731,0.89649525,233.3969777,138.1520583,151.1240978,0.754215676,0.875719562
5006.9,1.494079858,1.351278936,21359.34058,221477.2031,332101.9232,8.233333111,27.5,163.1623967,158.044426,0.879161629,218.684562,141.0592833,154.3254655,0.761526731,0.856844333
5092.082,1.462894941,1.321767842,20977.21558,225439.2064,335321.763,7.833333492,27.13333321,159.1449502,155.1978391,0.828846512,226.0245711,139.6047824,153.8675677,0.709165422,0.818345991
4797.184,1.45023991,1.305710713,20977.93587,226809.9123,337083.0278,7.666666667,26.5,150.9582409,146.2243466,0.874715368,232.3115768,130.8630252,141.6090681,0.748809695,0.84659287
5123.704,1.460177665,1.316518118,20983.3641,226785.1445,340148.2344,7.933333397,27.16666667,149.4580657,148.8239257,0.871662478,219.9347992,133.1577209,141.9054766,0.775616015,0.840939743
5219.382,1.447623849,1.302690968,20781.76335,227099.1797,340007.6042,7.833333333,27.43333308,147.1992865,141.5861432,0.932647226,222.3469652,126.5208222,138.3657487,0.809536286,0.915187371
5193.704,1.413134754,1.27206182,20631.6766,227461.3919,331911.9987,7.966666698,26.03333346,144.794891,138.1309814,1.47452156,198.3991083,125.3751109,134.3579454,1.29059647,1.429619347
5104.45,1.468707189,1.314847221,20827.97103,222433.0853,317560.7565,8.133333206,25.73333359,146.6759745,144.4689245,0.932221929,226.2792193,128.6734867,141.9961243,0.771268343,0.90829964
5263.08,1.400420705,1.215136563,20987.5048,224980.9219,317249.582,7.53333346,25.60000038,133.1648731,128.4542529,1.07199544,222.542146,119.1096913,130.3678827,0.865058673,1.067508395
5105.005,1.424611002,1.242920945,20637.67074,227908.8678,321186.1029,7.600000064,26.70000013,137.0697273,134.9524571,0.946519511,228.5863514,122.4799976,133.3688593,0.80754822,0.928553097
5221.327,1.450193867,1.297656233,20625.6932,225856.1634,323567.4193,7.699999968,27.76666641,142.0777998,137.6643794,1.243547919,215.6306286,129.4762061,133.7112226,1.085319735,1.202992921
5220.134,1.460510428,1.316955452,20987.96167,222610.6556,317960.7656,7.633333365,27.09999943,139.1780043,137.6675374,0.891426496,201.4403782,124.4882615,131.9672451,0.770165337,0.844655556
5149.504,1.453067104,1.3068479,20866.22493,223031.8815,317027.8542,7.76666673,27.13333321,136.0414483,132.9247042,0.877651237,213.7693392,123.7144947,129.5383794,0.749631134,0.845928945
4517.513,1.28621528,1.139799764,18178.75205,202915.9558,289575.2031,7.633333365,26.6666673,134.5475359,130.9566787,0.949550758,221.6224384,117.6406816,128.4148925,0.80960758,0.909689752
5160.666,1.44255959,1.27106597,20822.21598,221826.8411,309491.0573,7.700000127,28.23333295,141.0696977,135.7789354,0.935418285,234.3166968,122.7197835,134.0010182,0.77405937,0.896587561
5177.467,1.448738674,1.272070656,20896.99618,224985.6504,317925.4388,8.0,27.89999962,148.6948675,143.4517514,0.911314728,216.7493394,131.0786384,137.5116316,0.776865937,0.881729479
5236.03,1.448289365,1.30971008,20914.89665,226323.5391,320316.1745,8.066666603,27.10000038,154.4569626,146.5488879,1.003963426,228.7789434,136.2345451,138.8401988,0.878050166,0.960049478
5128.363,1.432003473,1.283578679,20973.80534,225632.071,317833.9857,8.03333346,27.46666718,157.362765,148.1384474,0.864186689,212.5828546,135.3420798,142.548694,0.744506073,0.85667141
5059.374,1.479468957,1.319786762,20772.24943,224572.4694,315653.9544,8.133333524,27.53333346,155.3843733,159.6158212,0.767118732,251.4021683,153.2384218,153.6525809,0.707087976,0.7631645
5106.748,1.475093752,1.333214119,20584.53906,224037.1934,317958.4622,8.03333346,27.60000038,160.6577943,162.1813189,0.789484081,276.5808792,156.4733219,158.5653032,0.73974253,0.788467822
3496.288,0.967825228,0.871126158,13425.0017,161029.1809,213115.1975,7.399999936,27.16666667,144.5825812,136.0896149,1.76986099,234.727218,128.0966415,131.7081776,1.61023356,1.745266251
5095.733,1.399261986,1.238763079,20883.42269,224365.1484,324960.1133,7.600000064,27.46666654,157.0722758,151.1885592,0.878441068,239.278904,142.9331366,147.3199088,0.719115545,0.864487151
5200.055,1.412936911,1.239754637,20626.66951,225342.8568,332796.8242,7.433333238,27.03333346,148.4450105,141.4832265,0.846965502,242.2760855,131.1990051,140.8339545,0.675721067,0.825949537
5150.844,1.410825208,1.242242321,20369.97941,225930.8542,332390.7135,7.600000064,27.0,146.8699703,141.0356312,0.840419963,234.9620539,131.6315282,142.2656593,0.6882572,0.83372548
5199.015,1.432943871,1.27019616,20716.59025,225471.5872,334078.8659,8.133333206,27.36666616,152.2747663,146.8504419,0.84538796,243.470459,137.4051825,149.7307281,0.69272054,0.8357265
5075.556,1.432118058,1.273617466,20676.61336,222056.347,330723.7773,8.199999809,26.60000038,157.0083421,148.1154391,0.89717367,214.0092475,139.8240004,148.9458268,0.744943341,0.889431648
5146.942,1.400759627,1.246154105,20896.20044,222997.7077,330862.8503,8.100000064,26.56666692,157.0223999,150.5314388,0.87486398,244.9660702,140.6658983,149.7235502,0.716801934,0.858288065
5081.697,1.415148144,1.237657994,20852.92489,223665.459,332257.8255,8.066666921,26.66666667,153.7499657,149.4983095,0.878577548,211.5752939,138.8005063,143.3801543,0.741959547,0.837812386
5048.576,1.439558292,1.264685611,20336.29175,224150.3743,331438.2422,7.933333397,26.76666641,148.2591095,146.0405223,0.849047728,192.9438229,133.568258,140.9003747,0.699527333,0.818669995
4930.529,1.463155086,1.299379294,20414.13062,222722.209,329603.2878,7.933333397,27.06666692,157.3849487,160.7751878,0.801744349,225.0468852,153.1097647,160.7016811,0.686578184,0.801969988
4743.265,1.436027785,1.272581006,19694.22746,221539.9141,324271.1159,7.966666857,27.20000013,162.4320787,162.9663836,0.866677664,264.6578992,156.7114121,164.579656,0.758043803,0.875110125
2621.104,1.055485624,0.860134405,10725.03578,183796.1781,221037.8633,6.76666673,27.20000013,189.7307981,184.4816014,2.371071527,234.1577791,172.7020369,188.2229532,2.100140311,2.33169239
5025.182,1.339214151,1.089325209,19517.93567,224442.623,326438.1914,7.433333238,26.63333321,152.9211013,147.3883025,0.922684014,234.3072249,139.7005246,155.6464647,0.723814398,0.900126984
5004.74,1.436539938,1.190155665,20811.92977,225400.8066,335784.9831,7.966666698,27.13333384,166.1892408,174.712286,0.976825108,272.3733482,165.2039458,166.9492664,0.895674013,0.976759431
5209.704,1.452844118,1.232967918,20849.2876,225942.5391,339384.7773,7.866666794,27.36666679,165.1861502,162.9418411,0.941091249,258.7403437,152.9429747,169.0536925,0.808291924,0.952849582
5146.041,1.459982634,1.244126156,21161.05745,227862.1667,339702.5703,7.633333365,27.46666718,150.1000703,144.9744479,0.907257286,249.2491385,138.4894342,155.5872116,0.725696114,0.923859137
5306.034,1.461612289,1.240643526,21301.27865,223546.4316,336850.737,7.666666508,27.53333346,138.9800504,127.1724971,1.03260607,272.7206688,120.4934505,136.2738756,0.789221642,1.0299945
5010.311,1.460951368,1.19163463,21450.20028,214971.6966,324678.9661,7.966666857,27.46666654,128.4616343,126.3147936,0.959749232,231.4373957,122.7374194,129.8311841,0.789828887,0.958408584
5174.459,1.481670732,1.268233205,21448.4943,217391.0977,329822.4245,8.033333619,27.63333384,131.9049937,129.5681254,0.946248668,206.3418318,120.0925557,130.6371142,0.755608618,0.911288825
5082.196,1.498575235,1.292443285,21429.71053,216497.1367,329595.9167,8.100000064,27.13333384,134.2659671,132.938852,0.936195078,189.0526867,124.7150056,133.2483823,0.762617702,0.918596759
5135.113,1.493894825,1.297483062,21360.41593,215351.5651,327929.5026,8.199999809,28.10000038,138.9291728,137.1193943,0.911119622,195.5800648,130.0253795,139.6368275,0.740575415,0.906343088
5217.59,1.507882521,1.288803225,21158.01131,217042.2109,329665.2018,8.133333206,28.03333282,135.174242,137.1740777,0.915004976,181.1708304,128.6654189,136.3052422,0.763373089,0.897737203
5270.683,1.470445514,1.212137714,20684.3468,216358.9811,328788.7135,8.26666673,28.13333321,140.348937,130.5011241,1.190719269,185.052728,124.8010159,134.935552,0.995197274,1.191172741
5262.301,1.51176622,1.25278304,21487.78931,216440.3503,331548.776,8.333333015,28.20000013,137.9477272,133.6602465,0.926220899,195.8482253,128.0261443,138.2869504,0.74882745,0.917809044
5156.07,1.493578712,1.282126149,21456.41187,213621.6823,332152.9375,8.066666921,28.36666743,145.6924171,142.7831043,0.943692242,203.0136185,135.7974641,143.4369297,0.773547048,0.926451263
5263.056,1.453726282,1.257891198,21262.08976,214990.778,328758.0924,8.066666762,28.23333295,138.8654674,136.5914361,1.001082972,223.2717641,129.4747467,136.9222202,0.800761399,0.966946987
4011.519,1.139104413,0.980601987,16037.50342,174727.4212,254838.213,7.850000143,27.5,129.3087206,129.0224053,1.847617018,207.326067,124.43584,126.9697987,1.584198115,1.764810748
5156.577,1.492043381,1.246553252,21381.23348,216818.1354,319208.0,8.200000127,26.90000025,138.8926067,134.5207516,1.046734549,184.4965878,131.8216286,136.6009391,0.906481475,1.024775751
5271.355,1.485918413,1.219339699,21178.05143,215590.1504,316061.2786,8.399999619,27.40000025,140.6208591,134.1766558,1.024570659,206.4208921,128.9276501,135.3272775,0.837669328,1.015001727
5064.274,1.436028436,1.173383504,21345.17879,215337.0273,316788.4036,8.466666857,27.5,143.1181943,138.9309206,0.933141731,212.2714653,134.409881,143.386981,0.761843123,0.926121935
